"","x"
"1",0.621334087892962
"2",0.620013789838075
"3",0.615079508919591
"4",0.61272468461071
"5",0.611853222493789
"6",0.609848979164984
"7",0.60955003647606
"8",0.608697897570212
"9",0.608118038297941
"10",0.608100085148442
"11",0.607979367954963
"12",0.607933366755699
"13",0.606799084491723
"14",0.605992617376793
"15",0.605044810085613
"16",0.603558806320574
"17",0.603185186717345
"18",0.602822637024802
"19",0.602723434553099
"20",0.601401525826736
"21",0.599504008471969
"22",0.598654886413643
"23",0.596999012984474
"24",0.596973946736706
"25",0.596270534637206
"26",0.59625337149698
"27",0.594566775394455
"28",0.594500790001676
"29",0.59262661640299
"30",0.591376755141814
"31",0.590481584063929
"32",0.590091405320261
"33",0.587832113071601
"34",0.587647487501278
"35",0.58662584459636
"36",0.58601094874686
"37",0.58537513040757
"38",0.584925265793576
"39",0.584782397451772
"40",0.584532529287095
"41",0.584495906761695
"42",0.583847367248624
"43",0.583688365696895
"44",0.58185995883558
"45",0.581816799367298
"46",0.581277559728129
"47",0.580332926279662
"48",0.579983061696787
"49",0.579924735489845
"50",0.579757038967678
"51",0.579257398970393
"52",0.578607789314291
"53",0.578576512122027
"54",0.577429117233046
"55",0.575542655431327
"56",0.575002773292953
"57",0.574909682842713
"58",0.574348907004956
"59",0.573743728074194
"60",0.573515346376878
"61",0.573355794110944
"62",0.572770473133606
"63",0.572169582828029
"64",0.572128020173594
"65",0.571856660061068
"66",0.571513400908318
"67",0.571500151904666
"68",0.571382765889865
"69",0.571376158477622
"70",0.571046791810744
"71",0.570160753685271
"72",0.570009518350397
"73",0.568933056255461
"74",0.568873822651055
"75",0.568613682720406
"76",0.567999435132709
"77",0.567721147153776
"78",0.566908150130144
"79",0.566683416779452
"80",0.566619214556901
"81",0.565819669182848
"82",0.565524017835524
"83",0.565148601950961
"84",0.565121388653905
"85",0.564859917429439
"86",0.5647908465646
"87",0.56366146197235
"88",0.562297942330485
"89",0.561066120042524
"90",0.560704892801874
"91",0.56040904587956
"92",0.5599869220874
"93",0.559924115841261
"94",0.55793947003252
"95",0.556770170258804
"96",0.55659845960797
"97",0.5535186187305
"98",0.551113464125694
"99",0.550713867201251
"100",0.549790728939929
"101",0.548056675690834
"102",0.547220966364887
"103",0.544359759980482
"104",0.543917604782936
"105",0.542061887456119
"106",0.540989721255262
"107",0.540407864747862
"108",0.539697905687872
"109",0.538705348924993
"110",0.538643424149668
"111",0.537697235402693
"112",0.537488712944912
"113",0.535490372612234
"114",0.531264593499462
"115",0.530292813752003
"116",0.526990065901502
"117",0.526939160158616
"118",0.524961623336607
"119",0.523488120769928
"120",0.520451807543866
"121",0.501941771716664
