"","Sample","Status","Title","Platform","EGAS ID","ERP ID","ERS ID"
"288","GSM2180443","Private","RHC4800","GPL11154","EGAS00001001945","ERP016958","ERS1312486"
"289","GSM2180444","Private","RHC4801","GPL11154","EGAS00001001945","ERP016958","ERS1312487"
"290","GSM2180445","Private","RHC4804","GPL11154","EGAS00001001945","ERP016958","ERS1312490"
"291","GSM2180446","Private","RHC4807","GPL11154","EGAS00001001945","ERP016958","ERS1312493"
"292","GSM2180447","Private","RHC4810","GPL11154","EGAS00001001945","ERP016958","ERS1312496"
"293","GSM2180448","Private","RHC4811","GPL11154","EGAS00001001945","ERP016958","ERS1312497"
"294","GSM2180449","Private","RHC4813","GPL11154","EGAS00001001945","ERP016958","ERS1312499"
"295","GSM2180450","Private","RHC4815","GPL11154","EGAS00001001945","ERP016958","ERS1312501"
"296","GSM2180451","Private","RHL2672","GPL11154","EGAS00001001945","ERP016958","ERS1312546"
"297","GSM2180452","Private","RHL2679","GPL11154","EGAS00001001945","ERP016958","ERS1312550"
"298","GSM2180453","Private","RHL2701","GPL11154","EGAS00001001945","ERP016958","ERS1312566"
"299","GSM2180454","Private","RHL2704","GPL11154","EGAS00001001945","ERP016958","ERS1312568"
"300","GSM2180455","Private","RHL2716","GPL11154","EGAS00001001945","ERP016958","ERS1312577"
"301","GSM2180456","Private","RHL2717","GPL11154","EGAS00001001945","ERP016958","ERS1312578"
"302","GSM2180457","Private","RHL2718","GPL11154","EGAS00001001945","ERP016958","ERS1312579"
"303","GSM2180458","Private","RHL2723","GPL11154","EGAS00001001945","ERP016958","ERS1312584"
"304","GSM2180459","Private","RHL2724","GPL11154","EGAS00001001945","ERP016958","ERS1312585"
"305","GSM2180460","Private","RHL2733","GPL11154","EGAS00001001945","ERP016958","ERS1312592"
"306","GSM2180461","Private","RHL2738","GPL11154","EGAS00001001945","ERP016958","ERS1312597"
"307","GSM2180462","Private","RHL2747","GPL11154","EGAS00001001945","ERP016958","ERS1312604"
"308","GSM2180463","Private","RHL2749","GPL11154","EGAS00001001945","ERP016958","ERS1312605"
"309","GSM2180464","Private","RHL2752","GPL11154","EGAS00001001945","ERP016958","ERS1312607"
"310","GSM2180465","Private","RHL2753","GPL11154","EGAS00001001945","ERP016958","ERS1312608"
"311","GSM2180466","Private","RHL2755","GPL11154","EGAS00001001945","ERP016958","ERS1312610"
"312","GSM2180467","Private","RHL2758","GPL11154","EGAS00001001945","ERP016958","ERS1312612"
"313","GSM2180468","Private","RHL2759","GPL11154","EGAS00001001945","ERP016958","ERS1312613"
"314","GSM2180469","Private","RHL2760","GPL11154","EGAS00001001945","ERP016958","ERS1312614"
"315","GSM2180470","Private","RHL2762","GPL11154","EGAS00001001945","ERP016958","ERS1312615"
"316","GSM2180471","Private","RHL2763","GPL11154","EGAS00001001945","ERP016958","ERS1312616"
"317","GSM2180472","Private","RHL2765","GPL11154","EGAS00001001945","ERP016958","ERS1312618"
"318","GSM2180473","Private","RHL2766","GPL11154","EGAS00001001945","ERP016958","ERS1312619"
"319","GSM2180474","Private","RHL2767","GPL11154","EGAS00001001945","ERP016958","ERS1312620"
"320","GSM2180475","Private","RHL2768","GPL11154","EGAS00001001945","ERP016958","ERS1312621"
"321","GSM2180476","Private","RHL2769","GPL11154","EGAS00001001945","ERP016958","ERS1312622"
"322","GSM2180477","Private","RHL2770","GPL11154","EGAS00001001945","ERP016958","ERS1312623"
"323","GSM2180478","Private","RHL2773","GPL11154","EGAS00001001945","ERP016958","ERS1312624"
"324","GSM2180479","Private","RHL2779","GPL11154","EGAS00001001945","ERP016958","ERS1312629"
"325","GSM2180480","Private","RHL2780","GPL11154","EGAS00001001945","ERP016958","ERS1312630"
"326","GSM2180481","Private","RHL2781","GPL11154","EGAS00001001945","ERP016958","ERS1312631"
"327","GSM2180482","Private","RHL2786","GPL11154","EGAS00001001945","ERP016958","ERS1312634"
"328","GSM2180483","Private","RHL2788","GPL11154","EGAS00001001945","ERP016958","ERS1312635"
"329","GSM2180484","Private","RHL2789","GPL11154","EGAS00001001945","ERP016958","ERS1312636"
"330","GSM2180485","Private","RHL2791","GPL11154","EGAS00001001945","ERP016958","ERS1312638"
"331","GSM2180486","Private","RHL2799","GPL11154","EGAS00001001945","ERP016958","ERS1312644"
"332","GSM2180487","Private","RHL2806","GPL11154","EGAS00001001945","ERP016958","ERS1312650"
"333","GSM2180488","Private","RHL2809","GPL11154","EGAS00001001945","ERP016958","ERS1312653"
"334","GSM2180489","Private","RHL2816","GPL11154","EGAS00001001945","ERP016958","ERS1312658"
"335","GSM2180490","Private","RHL2819","GPL11154","EGAS00001001945","ERP016958","ERS1312659"
"336","GSM2180491","Private","RHL2821","GPL11154","EGAS00001001945","ERP016958","ERS1312661"
"337","GSM2180492","Private","RHL2824","GPL11154","EGAS00001001945","ERP016958","ERS1312664"
"338","GSM2180493","Private","RHL2834","GPL11154","EGAS00001001945","ERP016958","ERS1312672"
"339","GSM2180494","Private","RHL2837","GPL11154","EGAS00001001945","ERP016958","ERS1312675"
"340","GSM2180495","Private","RHL2840","GPL11154","EGAS00001001945","ERP016958","ERS1312678"
"341","GSM2180496","Private","RHL2844","GPL11154","EGAS00001001945","ERP016958","ERS1312682"
"342","GSM2180497","Private","RHL2845","GPL11154","EGAS00001001945","ERP016958","ERS1312683"
"343","GSM2180498","Private","RHL2847","GPL11154","EGAS00001001945","ERP016958","ERS1312684"
"344","GSM2180499","Private","RHL2850","GPL11154","EGAS00001001945","ERP016958","ERS1312686"
"345","GSM2180500","Private","RHL2852","GPL11154","EGAS00001001945","ERP016958","ERS1312688"
"346","GSM2180501","Private","RHL2853","GPL11154","EGAS00001001945","ERP016958","ERS1312689"
"347","GSM2180502","Private","RHL2854","GPL11154","EGAS00001001945","ERP016958","ERS1312690"
"348","GSM2180503","Private","RHL2855","GPL11154","EGAS00001001945","ERP016958","ERS1312691"
"349","GSM2180504","Private","RHL2856","GPL11154","EGAS00001001945","ERP016958","ERS1312692"
"350","GSM2180505","Private","RHL2863","GPL11154","EGAS00001001945","ERP016958","ERS1312698"
"351","GSM2180506","Private","RHL2864","GPL11154","EGAS00001001945","ERP016958","ERS1312699"
"352","GSM2180507","Private","RHL2867","GPL11154","EGAS00001001945","ERP016958","ERS1312702"
"353","GSM2180508","Private","RHL2868","GPL11154","EGAS00001001945","ERP016958","ERS1312703"
"354","GSM2180509","Private","RHL2871","GPL11154","EGAS00001001945","ERP016958","ERS1312706"
"355","GSM2180510","Private","RHL2873","GPL11154","EGAS00001001945","ERP016958","ERS1312708"
"356","GSM2180511","Private","RHL2875","GPL11154","EGAS00001001945","ERP016958","ERS1312710"
"357","GSM2180512","Private","RHL2879","GPL11154","EGAS00001001945","ERP016958","ERS1312714"
"358","GSM2180513","Private","RHL2880","GPL11154","EGAS00001001945","ERP016958","ERS1312715"
"359","GSM2180514","Private","RHC5544","GPL11154","EGAS00001001945","ERP016958","ERS1312719"
"360","GSM2180515","Private","RHC5546","GPL11154","EGAS00001001945","ERP016958","ERS1312721"
"361","GSM2180516","Private","RHC5547","GPL11154","EGAS00001001945","ERP016958","ERS1312722"
"362","GSM2180517","Private","RHC5549","GPL11154","EGAS00001001945","ERP016958","ERS1312724"
"363","GSM2180518","Private","RHC5550","GPL11154","EGAS00001001945","ERP016958","ERS1312725"
"364","GSM2180519","Private","RHC5551","GPL11154","EGAS00001001945","ERP016958","ERS1312726"
"365","GSM2180520","Private","RHC5552","GPL11154","EGAS00001001945","ERP016958","ERS1312727"
"366","GSM2180521","Private","RHC5553","GPL11154","EGAS00001001945","ERP016958","ERS1312728"
"367","GSM2180522","Private","RHC5554","GPL11154","EGAS00001001945","ERP016958","ERS1312729"
"368","GSM2180523","Private","RHC5555","GPL11154","EGAS00001001945","ERP016958","ERS1312730"
"369","GSM2180524","Private","RHC5557","GPL11154","EGAS00001001945","ERP016958","ERS1312732"
"370","GSM2180525","Private","RHC5558","GPL11154","EGAS00001001945","ERP016958","ERS1312733"
"371","GSM2180526","Private","RHC5560","GPL11154","EGAS00001001945","ERP016958","ERS1312735"
"372","GSM2180527","Private","RHC5561","GPL11154","EGAS00001001945","ERP016958","ERS1312736"
"373","GSM2180528","Private","RHC5562","GPL11154","EGAS00001001945","ERP016958","ERS1312737"
"374","GSM2180529","Private","RHC5563","GPL11154","EGAS00001001945","ERP016958","ERS1312738"
"375","GSM2180530","Private","RHC5564","GPL11154","EGAS00001001945","ERP016958","ERS1312739"
"376","GSM2180531","Private","RHC5565","GPL11154","EGAS00001001945","ERP016958","ERS1312740"
"377","GSM2180532","Private","RHC5566","GPL11154","EGAS00001001945","ERP016958","ERS1312741"
"378","GSM2180533","Private","RHC5567","GPL11154","EGAS00001001945","ERP016958","ERS1312742"
"379","GSM2180534","Private","RHC5568","GPL11154","EGAS00001001945","ERP016958","ERS1312743"
"380","GSM2180535","Private","RHC5569","GPL11154","EGAS00001001945","ERP016958","ERS1312744"
"381","GSM2180536","Private","RHC5570","GPL11154","EGAS00001001945","ERP016958","ERS1312745"
"382","GSM2180537","Private","RHC5571","GPL11154","EGAS00001001945","ERP016958","ERS1312746"
"383","GSM2180538","Private","RHC5574","GPL11154","EGAS00001001945","ERP016958","ERS1312749"
"384","GSM2180539","Private","RHC5575","GPL11154","EGAS00001001945","ERP016958","ERS1312750"
"385","GSM2180540","Private","RHC5576","GPL11154","EGAS00001001945","ERP016958","ERS1312751"
"386","GSM2180541","Private","RHC5577","GPL11154","EGAS00001001945","ERP016958","ERS1312752"
"387","GSM2180542","Private","RHC5578","GPL11154","EGAS00001001945","ERP016958","ERS1312753"
"388","GSM2180543","Private","RHC5580","GPL11154","EGAS00001001945","ERP016958","ERS1312755"
"389","GSM2180544","Private","RHC5582","GPL11154","EGAS00001001945","ERP016958","ERS1312757"
"390","GSM2180545","Private","RHC5585","GPL11154","EGAS00001001945","ERP016958","ERS1312760"
"391","GSM2180546","Private","RHC5586","GPL11154","EGAS00001001945","ERP016958","ERS1312761"
"392","GSM2180547","Private","RHC5592","GPL11154","EGAS00001001945","ERP016958","ERS1312767"
"393","GSM2180548","Private","RHC5594","GPL11154","EGAS00001001945","ERP016958","ERS1312769"
"394","GSM2180549","Private","RHC5597","GPL11154","EGAS00001001945","ERP016958","ERS1312772"
"395","GSM2180550","Private","RHC5598","GPL11154","EGAS00001001945","ERP016958","ERS1312773"
"396","GSM2180551","Private","RHC5599","GPL11154","EGAS00001001945","ERP016958","ERS1312774"
"397","GSM2180552","Private","RHC5600","GPL11154","EGAS00001001945","ERP016958","ERS1312775"
"398","GSM2180553","Private","RHC5601","GPL11154","EGAS00001001945","ERP016958","ERS1312776"
"399","GSM2180554","Private","RHC5602","GPL11154","EGAS00001001945","ERP016958","ERS1312777"
"400","GSM2180555","Private","RHC5604","GPL11154","EGAS00001001945","ERP016958","ERS1312779"
"401","GSM2180556","Private","RHC5605","GPL11154","EGAS00001001945","ERP016958","ERS1312780"
"402","GSM2180557","Private","RHC5606","GPL11154","EGAS00001001945","ERP016958","ERS1312781"
"403","GSM2180558","Private","RHC5607","GPL11154","EGAS00001001945","ERP016958","ERS1312782"
"404","GSM2180559","Private","RHC5608","GPL11154","EGAS00001001945","ERP016958","ERS1312783"
"405","GSM2180560","Private","RHC5610","GPL11154","EGAS00001001945","ERP016958","ERS1312785"
"406","GSM2180561","Private","RHC5611","GPL11154","EGAS00001001945","ERP016958","ERS1312786"
"407","GSM2180562","Private","RHC5612","GPL11154","EGAS00001001945","ERP016958","ERS1312787"
"408","GSM2180563","Private","RHC5613","GPL11154","EGAS00001001945","ERP016958","ERS1312788"
"409","GSM2180564","Private","RHC5614","GPL11154","EGAS00001001945","ERP016958","ERS1312789"
"410","GSM2180565","Private","RHC5615","GPL11154","EGAS00001001945","ERP016958","ERS1312790"
"411","GSM2180566","Private","RHC5616","GPL11154","EGAS00001001945","ERP016958","ERS1312791"
"412","GSM2180567","Private","RHC5617","GPL11154","EGAS00001001945","ERP016958","ERS1312792"
"413","GSM2180568","Private","RHC5620","GPL11154","EGAS00001001945","ERP016958","ERS1312795"
"414","GSM2180569","Private","RHC5622","GPL11154","EGAS00001001945","ERP016958","ERS1312797"
"415","GSM2180570","Private","RHC5623","GPL11154","EGAS00001001945","ERP016958","ERS1312798"
"416","GSM2180571","Private","RHC5624","GPL11154","EGAS00001001945","ERP016958","ERS1312799"
"417","GSM2180572","Private","RHC5626","GPL11154","EGAS00001001945","ERP016958","ERS1312801"
"418","GSM2180573","Private","RHC5627","GPL11154","EGAS00001001945","ERP016958","ERS1312802"
"419","GSM2180574","Private","RHC5628","GPL11154","EGAS00001001945","ERP016958","ERS1312803"
"420","GSM2180575","Private","RHC5629","GPL11154","EGAS00001001945","ERP016958","ERS1312804"
"421","GSM2180576","Private","RHC5632","GPL11154","EGAS00001001945","ERP016958","ERS1312807"
"422","GSM2180577","Private","RHC5633","GPL11154","EGAS00001001945","ERP016958","ERS1312808"
"423","GSM2180578","Private","RHC5637","GPL11154","EGAS00001001945","ERP016958","ERS1312812"
"424","GSM2180579","Private","RHC5643","GPL11154","EGAS00001001945","ERP016958","ERS1312818"
"425","GSM2180580","Private","RHC5644","GPL11154","EGAS00001001945","ERP016958","ERS1312819"
"426","GSM2180581","Private","RHC5646","GPL11154","EGAS00001001945","ERP016958","ERS1312821"
"427","GSM2180582","Private","RHC5647","GPL11154","EGAS00001001945","ERP016958","ERS1312822"
"428","GSM2180583","Private","RHC5658","GPL11154","EGAS00001001945","ERP016958","ERS1312832"
"429","GSM2180584","Private","RHC5665","GPL11154","EGAS00001001945","ERP016958","ERS1312839"
"430","GSM2180585","Private","RHC5666","GPL11154","EGAS00001001945","ERP016958","ERS1312840"
"431","GSM2180586","Private","RHC5698","GPL11154","EGAS00001001945","ERP016958","ERS1312872"
"432","GSM2180587","Private","RHC5699","GPL11154","EGAS00001001945","ERP016958","ERS1312873"
"433","GSM2180588","Private","RHC5701","GPL11154","EGAS00001001945","ERP016958","ERS1312875"
"434","GSM2180589","Private","RHC5702","GPL11154","EGAS00001001945","ERP016958","ERS1312876"
"435","GSM2180590","Private","RHC5704","GPL11154","EGAS00001001945","ERP016958","ERS1312878"
"436","GSM2180591","Private","RHC5707","GPL11154","EGAS00001001945","ERP016958","ERS1312881"
"437","GSM2180592","Private","RHC5710","GPL11154","EGAS00001001945","ERP016958","ERS1312884"
"438","GSM2180593","Private","RHC5711","GPL11154","EGAS00001001945","ERP016958","ERS1312885"
"439","GSM2180594","Private","RHC5714","GPL11154","EGAS00001001945","ERP016958","ERS1312888"
"440","GSM2180595","Private","RHC5716","GPL11154","EGAS00001001945","ERP016958","ERS1312890"
"441","GSM2180596","Private","RHC5718","GPL11154","EGAS00001001945","ERP016958","ERS1312892"
"442","GSM2180597","Private","RHC5761","GPL11154","EGAS00001001945","ERP016958","ERS1312902"
"443","GSM2180598","Private","RHC5764","GPL11154","EGAS00001001945","ERP016958","ERS1312905"
"444","GSM2180599","Private","RHC5765","GPL11154","EGAS00001001945","ERP016958","ERS1312906"
"445","GSM2180600","Private","RHC5768","GPL11154","EGAS00001001945","ERP016958","ERS1312909"
"446","GSM2180601","Private","RHC5783","GPL11154","EGAS00001001945","ERP016958","ERS1312924"
"447","GSM2180602","Private","RHC5785","GPL11154","EGAS00001001945","ERP016958","ERS1312926"
"448","GSM2180603","Private","RHC5790","GPL11154","EGAS00001001945","ERP016958","ERS1312931"
"449","GSM2180604","Private","RHC5801","GPL11154","EGAS00001001945","ERP016958","ERS1312942"
"450","GSM2180605","Private","RHC5808","GPL11154","EGAS00001001945","ERP016958","ERS1312949"
"451","GSM2180606","Private","RHC5810","GPL11154","EGAS00001001945","ERP016958","ERS1312951"
"452","GSM2180607","Private","RHC5811","GPL11154","EGAS00001001945","ERP016958","ERS1312952"
"453","GSM2180608","Private","RHC5814","GPL11154","EGAS00001001945","ERP016958","ERS1312955"
"454","GSM2180609","Private","RHC5815","GPL11154","EGAS00001001945","ERP016958","ERS1312956"
"455","GSM2180610","Private","RHC5816","GPL11154","EGAS00001001945","ERP016958","ERS1312957"
"456","GSM2180611","Private","RHC5827","GPL11154","EGAS00001001945","ERP016958","ERS1312968"
"457","GSM2180612","Private","RHC5831","GPL11154","EGAS00001001945","ERP016958","ERS1312972"
"458","GSM2180613","Private","RHC5834","GPL11154","EGAS00001001945","ERP016958","ERS1312975"
"459","GSM2180614","Private","RHC5840","GPL11154","EGAS00001001945","ERP016958","ERS1312981"
"460","GSM2180615","Private","RHC5844","GPL11154","EGAS00001001945","ERP016958","ERS1312985"
"461","GSM2180616","Private","RHC5857","GPL11154","EGAS00001001945","ERP016958","ERS1312998"
"462","GSM2180617","Private","RHC5859","GPL11154","EGAS00001001945","ERP016958","ERS1313000"
"463","GSM2180618","Private","RHC5860","GPL11154","EGAS00001001945","ERP016958","ERS1313001"
"464","GSM2180619","Private","RHC5861","GPL11154","EGAS00001001945","ERP016958","ERS1313002"
"465","GSM2180620","Private","RHC5862","GPL11154","EGAS00001001945","ERP016958","ERS1313003"
"466","GSM2180621","Private","RHC5863","GPL11154","EGAS00001001945","ERP016958","ERS1313004"
"467","GSM2180622","Private","RHC5864","GPL11154","EGAS00001001945","ERP016958","ERS1313005"
"468","GSM2180623","Private","RHC5866","GPL11154","EGAS00001001945","ERP016958","ERS1313007"
"469","GSM2180624","Private","RHC5867","GPL11154","EGAS00001001945","ERP016958","ERS1313008"
"470","GSM2180625","Private","RHC5869","GPL11154","EGAS00001001945","ERP016958","ERS1313010"
"471","GSM2180626","Private","RHC5870","GPL11154","EGAS00001001945","ERP016958","ERS1313011"
"472","GSM2180627","Private","RHC5871","GPL11154","EGAS00001001945","ERP016958","ERS1313012"
"473","GSM2180628","Private","RHC5874","GPL11154","EGAS00001001945","ERP016958","ERS1313015"
"474","GSM2180629","Private","RHC5875","GPL11154","EGAS00001001945","ERP016958","ERS1313016"
"475","GSM2180630","Private","RHC5876","GPL11154","EGAS00001001945","ERP016958","ERS1313017"
"476","GSM2180631","Private","RHC5878","GPL11154","EGAS00001001945","ERP016958","ERS1313019"
"477","GSM2180632","Private","RHC5879","GPL11154","EGAS00001001945","ERP016958","ERS1313020"
"478","GSM2180633","Private","RHC5880","GPL11154","EGAS00001001945","ERP016958","ERS1313021"
"479","GSM2180634","Private","RHC5881","GPL11154","EGAS00001001945","ERP016958","ERS1313022"
"480","GSM2180635","Private","RHC5884","GPL11154","EGAS00001001945","ERP016958","ERS1313025"
"481","GSM2180636","Private","RHC5885","GPL11154","EGAS00001001945","ERP016958","ERS1313026"
"482","GSM2180637","Private","RHC5886","GPL11154","EGAS00001001945","ERP016958","ERS1313027"
"483","GSM2180638","Private","RHC5887","GPL11154","EGAS00001001945","ERP016958","ERS1313028"
"484","GSM2180639","Private","RHC5888","GPL11154","EGAS00001001945","ERP016958","ERS1313029"
"485","GSM2180640","Private","RHC5889","GPL11154","EGAS00001001945","ERP016958","ERS1313030"
"486","GSM2180641","Private","RHC5890","GPL11154","EGAS00001001945","ERP016958","ERS1313031"
"487","GSM2180642","Private","RHC5891","GPL11154","EGAS00001001945","ERP016958","ERS1313032"
"488","GSM2180643","Private","RHC5892","GPL11154","EGAS00001001945","ERP016958","ERS1313033"
"489","GSM2180644","Private","RHC5893","GPL11154","EGAS00001001945","ERP016958","ERS1313034"
"490","GSM2180645","Private","RHC5894","GPL11154","EGAS00001001945","ERP016958","ERS1313035"
"491","GSM2180646","Private","RHC5895","GPL11154","EGAS00001001945","ERP016958","ERS1313036"
"492","GSM2180647","Private","RHC5896","GPL11154","EGAS00001001945","ERP016958","ERS1313037"
"493","GSM2180648","Private","RHC5898","GPL11154","EGAS00001001945","ERP016958","ERS1313039"
"494","GSM2180649","Private","RHC5899","GPL11154","EGAS00001001945","ERP016958","ERS1313040"
"495","GSM2180650","Private","RHC5900","GPL11154","EGAS00001001945","ERP016958","ERS1313041"
"496","GSM2180651","Private","RHC5901","GPL11154","EGAS00001001945","ERP016958","ERS1313042"
"497","GSM2180652","Private","RHC5902","GPL11154","EGAS00001001945","ERP016958","ERS1313043"
"498","GSM2180653","Private","RHC5903","GPL11154","EGAS00001001945","ERP016958","ERS1313044"
"499","GSM2180654","Private","RHC5904","GPL11154","EGAS00001001945","ERP016958","ERS1313045"
"500","GSM2180655","Private","RHC5905","GPL11154","EGAS00001001945","ERP016958","ERS1313046"
"501","GSM2180656","Private","RHC5906","GPL11154","EGAS00001001945","ERP016958","ERS1313047"
"502","GSM2180657","Private","RHC5907","GPL11154","EGAS00001001945","ERP016958","ERS1313048"
"503","GSM2180658","Private","RHC5908","GPL11154","EGAS00001001945","ERP016958","ERS1313049"
"504","GSM2180659","Private","RHC5909","GPL11154","EGAS00001001945","ERP016958","ERS1313050"
"505","GSM2180660","Private","RHC5910","GPL11154","EGAS00001001945","ERP016958","ERS1313051"
"506","GSM2180661","Private","RHC5912","GPL11154","EGAS00001001945","ERP016958","ERS1313053"
"507","GSM2180662","Private","RHC5913","GPL11154","EGAS00001001945","ERP016958","ERS1313054"
"508","GSM2180663","Private","RHC5914","GPL11154","EGAS00001001945","ERP016958","ERS1313055"
"509","GSM2180664","Private","RHC5915","GPL11154","EGAS00001001945","ERP016958","ERS1313056"
"510","GSM2180665","Private","RHC5918","GPL11154","EGAS00001001945","ERP016958","ERS1313059"
"511","GSM2180666","Private","RHC5920","GPL11154","EGAS00001001945","ERP016958","ERS1313061"
"512","GSM2180667","Private","RHC5922","GPL11154","EGAS00001001945","ERP016958","ERS1313063"
"513","GSM2180668","Private","RHC5923","GPL11154","EGAS00001001945","ERP016958","ERS1313064"
"514","GSM2180669","Private","RHC5924","GPL11154","EGAS00001001945","ERP016958","ERS1313065"
"515","GSM2180670","Private","RHC5925","GPL11154","EGAS00001001945","ERP016958","ERS1313066"
"516","GSM2180671","Private","RHC5926","GPL11154","EGAS00001001945","ERP016958","ERS1313067"
"517","GSM2180672","Private","RHC5929","GPL11154","EGAS00001001945","ERP016958","ERS1313070"
"518","GSM2180673","Private","RHC5930","GPL11154","EGAS00001001945","ERP016958","ERS1313071"
"519","GSM2180674","Private","RHC5931","GPL11154","EGAS00001001945","ERP016958","ERS1313072"
"520","GSM2180675","Private","RHC5932","GPL11154","EGAS00001001945","ERP016958","ERS1313073"
"521","GSM2180676","Private","RHC5934","GPL11154","EGAS00001001945","ERP016958","ERS1313075"
"522","GSM2180677","Private","RHC5935","GPL11154","EGAS00001001945","ERP016958","ERS1313076"
"523","GSM2180678","Private","RHC5936","GPL11154","EGAS00001001945","ERP016958","ERS1313077"
"524","GSM2180679","Private","RHC5937","GPL11154","EGAS00001001945","ERP016958","ERS1313078"
"525","GSM2180680","Private","RHC5938","GPL11154","EGAS00001001945","ERP016958","ERS1313079"
"526","GSM2180681","Private","RHC5941","GPL11154","EGAS00001001945","ERP016958","ERS1313080"
"527","GSM2180682","Private","RHC5943","GPL11154","EGAS00001001945","ERP016958","ERS1313082"
"528","GSM2180683","Private","RHC5947","GPL11154","EGAS00001001945","ERP016958","ERS1313086"
"529","GSM2180684","Private","RHC5948","GPL11154","EGAS00001001945","ERP016958","ERS1313087"
"530","GSM2180685","Private","RHC5949","GPL11154","EGAS00001001945","ERP016958","ERS1313088"
"531","GSM2180686","Private","RHC5950","GPL11154","EGAS00001001945","ERP016958","ERS1313089"
"532","GSM2180687","Private","RHC5952","GPL11154","EGAS00001001945","ERP016958","ERS1313091"
"533","GSM2180688","Private","RHC5967","GPL11154","EGAS00001001945","ERP016958","ERS1313094"
"534","GSM2180689","Private","RHC5982","GPL11154","EGAS00001001945","ERP016958","ERS1313109"
"535","GSM2180690","Private","RHC5991","GPL11154","EGAS00001001945","ERP016958","ERS1313118"
"536","GSM2180691","Private","RHC5995","GPL11154","EGAS00001001945","ERP016958","ERS1313122"
"537","GSM2180692","Private","RHC5999","GPL11154","EGAS00001001945","ERP016958","ERS1313126"
"538","GSM2180693","Private","RHC6004","GPL11154","EGAS00001001945","ERP016958","ERS1313131"
"539","GSM2180694","Private","RHC6010","GPL11154","EGAS00001001945","ERP016958","ERS1313137"
"540","GSM2180695","Private","RHC6022","GPL11154","EGAS00001001945","ERP016958","ERS1313149"
"541","GSM2180696","Private","RHC6030","GPL11154","EGAS00001001945","ERP016958","ERS1313157"
"542","GSM2180697","Private","RHC6033","GPL11154","EGAS00001001945","ERP016958","ERS1313160"
"543","GSM2180698","Private","RHC6039","GPL11154","EGAS00001001945","ERP016958","ERS1313166"
"544","GSM2180699","Private","RHC6041","GPL11154","EGAS00001001945","ERP016958","ERS1313168"
"545","GSM2180700","Private","RHC6049","GPL11154","EGAS00001001945","ERP016958","ERS1313176"
"546","GSM2180701","Private","RHC6052","GPL11154","EGAS00001001945","ERP016958","ERS1313179"
"547","GSM2180702","Private","RHC6053","GPL11154","EGAS00001001945","ERP016958","ERS1313180"
"548","GSM2180703","Private","RHC6054","GPL11154","EGAS00001001945","ERP016958","ERS1313181"
"549","GSM2180704","Private","RHC6056","GPL11154","EGAS00001001945","ERP016958","ERS1313183"
"550","GSM2180705","Private","RHC6057","GPL11154","EGAS00001001945","ERP016958","ERS1313184"
"551","GSM2180706","Private","RHC6058","GPL11154","EGAS00001001945","ERP016958","ERS1313185"
"552","GSM2180707","Private","RHC6060","GPL11154","EGAS00001001945","ERP016958","ERS1313187"
"553","GSM2180708","Private","RHC6063","GPL11154","EGAS00001001945","ERP016958","ERS1313190"
"554","GSM2180709","Private","RHC6073","GPL11154","EGAS00001001945","ERP016958","ERS1313200"
"555","GSM2180710","Private","RHC6074","GPL11154","EGAS00001001945","ERP016958","ERS1313201"
"556","GSM2180711","Private","RHC6075","GPL11154","EGAS00001001945","ERP016958","ERS1313202"
"557","GSM2180712","Private","RHC6076","GPL11154","EGAS00001001945","ERP016958","ERS1313203"
"558","GSM2180713","Private","RHC6077","GPL11154","EGAS00001001945","ERP016958","ERS1313204"
"559","GSM2180714","Private","RHC6078","GPL11154","EGAS00001001945","ERP016958","ERS1313205"
"560","GSM2180715","Private","RHC6079","GPL11154","EGAS00001001945","ERP016958","ERS1313206"
"561","GSM2180716","Private","RHC6081","GPL11154","EGAS00001001945","ERP016958","ERS1313208"
"562","GSM2180717","Private","RHC6085","GPL11154","EGAS00001001945","ERP016958","ERS1313212"
"563","GSM2180718","Private","RHC6087","GPL11154","EGAS00001001945","ERP016958","ERS1313214"
"564","GSM2180719","Private","RHC6089","GPL11154","EGAS00001001945","ERP016958","ERS1313216"
"565","GSM2180720","Private","RHC6090","GPL11154","EGAS00001001945","ERP016958","ERS1313217"
"566","GSM2180721","Private","RHC6091","GPL11154","EGAS00001001945","ERP016958","ERS1313218"
"567","GSM2180722","Private","RHC6092","GPL11154","EGAS00001001945","ERP016958","ERS1313219"
"568","GSM2180723","Private","RHC6093","GPL11154","EGAS00001001945","ERP016958","ERS1313220"
"569","GSM2180724","Private","RHC6094","GPL11154","EGAS00001001945","ERP016958","ERS1313221"
"570","GSM2180725","Private","RHC6095","GPL11154","EGAS00001001945","ERP016958","ERS1313222"
"571","GSM2180726","Private","RHC6099","GPL11154","EGAS00001001945","ERP016958","ERS1313226"
"572","GSM2180727","Private","RHC6103","GPL11154","EGAS00001001945","ERP016958","ERS1313230"
"573","GSM2180728","Private","RHC6105","GPL11154","EGAS00001001945","ERP016958","ERS1313232"
"574","GSM2180729","Private","RHC6106","GPL11154","EGAS00001001945","ERP016958","ERS1313233"
"575","GSM2180730","Private","RHC6108","GPL11154","EGAS00001001945","ERP016958","ERS1313235"
"576","GSM2180731","Private","RHC6113","GPL11154","EGAS00001001945","ERP016958","ERS1313240"
"577","GSM2180732","Private","RHC6114","GPL11154","EGAS00001001945","ERP016958","ERS1313241"
