"","x"
"AGO2",0.000363298752674283
"ZBTB20",0.000343115488636822
"NFIA",0.000302748960561902
"QKI",0.000302748960561902
"TSC22D2",0.000302748960561902
"KLF7",0.000282565696524442
"PURB",0.000282565696524442
"AAK1",0.000282565696524442
"PRDM16",0.000282565696524442
"CALN1",0.000282565696524442
"AGO3",0.000282565696524442
"SKI",0.000262382432486982
"BRI3BP",0.000262382432486982
"SIK2",0.000262382432486982
"TNRC6B",0.000262382432486982
"ZNF652",0.000262382432486982
"EIF4E3",0.000262382432486982
"GAN",0.000262382432486982
"HOXC8",0.000262382432486982
"STRN",0.000262382432486982
"AZIN1",0.000262382432486982
"CADM1",0.000262382432486982
"C2orf72",0.000242199168449522
"DLGAP2",0.000242199168449522
"PLXNA4",0.000242199168449522
"PAX5",0.000242199168449522
"FOXK1",0.000242199168449522
"AGO1",0.000242199168449522
"TEAD1",0.000242199168449522
"TET3",0.000242199168449522
"HOOK3",0.000242199168449522
"CNKSR3",0.000242199168449522
"TFDP2",0.000242199168449522
"PDE7A",0.000242199168449522
"STX7",0.000242199168449522
"HCN1",0.000242199168449522
"FOSL2",0.000242199168449522
"CENPP",0.000242199168449522
"RNF150",0.000242199168449522
"CSRNP3",0.000242199168449522
"TAOK1",0.000242199168449522
"DCUN1D1",0.000242199168449522
"ENTPD7",0.000242199168449522
"ATXN1",0.000242199168449522
"DGKH",0.000242199168449522
"CNNM2",0.000242199168449522
"HECW2",0.000242199168449522
"SLC8A1",0.000242199168449522
"CAND1",0.000242199168449522
"PPP6C",0.000242199168449522
"GRIN2A",0.000242199168449522
"PTPN4",0.000242199168449522
"BCL11B",0.000242199168449522
"LONRF3",0.000242199168449522
"FOXP1",0.000242199168449522
"NFIC",0.000222015904412062
"EPB41L1",0.000222015904412062
"PHF15",0.000222015904412062
"CDK6",0.000222015904412062
"KCNJ6",0.000222015904412062
"AGPAT3",0.000222015904412062
"TBC1D16",0.000222015904412062
"MAF",0.000222015904412062
"ATP2A2",0.000222015904412062
"ERC1",0.000222015904412062
"YY1",0.000222015904412062
"IGF1R",0.000222015904412062
"ISL2",0.000222015904412062
"SH3PXD2A",0.000222015904412062
"ATP2B2",0.000222015904412062
"FAM168B",0.000222015904412062
"ZNF207",0.000222015904412062
"SOX11",0.000222015904412062
"ZDHHC3",0.000222015904412062
"LPP",0.000222015904412062
"CRISPLD2",0.000222015904412062
"NUFIP2",0.000222015904412062
"NABP1",0.000222015904412062
"ICK",0.000222015904412062
"BMPR1A",0.000222015904412062
"RGP1",0.000222015904412062
"HOXA9",0.000222015904412062
"LANCL3",0.000222015904412062
"SLC25A16",0.000222015904412062
"MAPK1",0.000222015904412062
"FNDC3B",0.000222015904412062
"RORA",0.000222015904412062
"ATXN7L1",0.000222015904412062
"KCNB1",0.000222015904412062
"LIN54",0.000222015904412062
"TTC28",0.000222015904412062
"AFF3",0.000222015904412062
"JHDM1D",0.000222015904412062
"TNPO1",0.000222015904412062
"POU2F1",0.000222015904412062
"KCTD16",0.000222015904412062
"KLHL3",0.000222015904412062
"KPNA4",0.000222015904412062
"UBE2W",0.000222015904412062
"SLC44A1",0.000222015904412062
"SEMA6D",0.000222015904412062
"SOX6",0.000222015904412062
"KRAS",0.000222015904412062
"USP6NL",0.000222015904412062
"KCNN3",0.000222015904412062
"SPRED1",0.000222015904412062
"SESTD1",0.000222015904412062
"GPR180",0.000222015904412062
"GTDC1",0.000222015904412062
"MTF1",0.000222015904412062
"AEBP2",0.000222015904412062
"GUCY1A2",0.000222015904412062
"ENAH",0.000222015904412062
"RPAP2",0.000222015904412062
"PAQR3",0.000222015904412062
"RAD51L3-RFFL",0.000222015904412062
"RFFL",0.000222015904412062
"RRAGD",0.000222015904412062
"OTUD7B",0.000222015904412062
"BNC2",0.000222015904412062
"ELK4",0.000222015904412062
"ROCK1",0.000222015904412062
"SRSF10",0.000222015904412062
"LCOR",0.000222015904412062
"ZBTB34",0.000222015904412062
"FAT3",0.000222015904412062
"RORB",0.000222015904412062
"SEMA3A",0.000222015904412062
"STK35",0.000201832640374601
"SP2",0.000201832640374601
"PEX26",0.000201832640374601
"HIF1AN",0.000201832640374601
"KCNC3",0.000201832640374601
"SHISA9",0.000201832640374601
"PTAR1",0.000201832640374601
"UBE2K",0.000201832640374601
"CNTNAP2",0.000201832640374601
"AJAP1",0.000201832640374601
"AGFG1",0.000201832640374601
"GATAD2A",0.000201832640374601
"SLC16A3",0.000201832640374601
"PPP1R16B",0.000201832640374601
"MAVS",0.000201832640374601
"FBXL18",0.000201832640374601
"RASSF2",0.000201832640374601
"ARHGAP35",0.000201832640374601
"TMEM154",0.000201832640374601
"RFX3",0.000201832640374601
"NACC2",0.000201832640374601
"MGLL",0.000201832640374601
"PDK3",0.000201832640374601
"PPARA",0.000201832640374601
"NFASC",0.000201832640374601
"SRPX2",0.000201832640374601
"NAV1",0.000201832640374601
"CACNA1E",0.000201832640374601
"RBPJ",0.000201832640374601
"SLC12A6",0.000201832640374601
"GOLGA3",0.000201832640374601
"UNC13A",0.000201832640374601
"P2RY2",0.000201832640374601
"SMURF1",0.000201832640374601
"ZBTB8B",0.000201832640374601
"C9orf64",0.000201832640374601
"PPP1R12B",0.000201832640374601
"MRAS",0.000201832640374601
"TSPAN14",0.000201832640374601
"TFCP2L1",0.000201832640374601
"KAT7",0.000201832640374601
"KLHL18",0.000201832640374601
"LEPROTL1",0.000201832640374601
"RP1-170O19.20",0.000201832640374601
"NXPE3",0.000201832640374601
"MMAB",0.000201832640374601
"TBC1D30",0.000201832640374601
"ELOVL6",0.000201832640374601
"CHD7",0.000201832640374601
"SLC24A4",0.000201832640374601
"SHC3",0.000201832640374601
"SH3TC2",0.000201832640374601
"PDE4D",0.000201832640374601
"TRAF3",0.000201832640374601
"ABHD2",0.000201832640374601
"GRIN2B",0.000201832640374601
"ONECUT2",0.000201832640374601
"RGS17",0.000201832640374601
"GPRIN3",0.000201832640374601
"ZBTB37",0.000201832640374601
"NR2C2",0.000201832640374601
"WNT2B",0.000201832640374601
"C1orf21",0.000201832640374601
"KCNJ3",0.000201832640374601
"DBNL",0.000201832640374601
"SERBP1",0.000201832640374601
"RIMKLA",0.000201832640374601
"SPRY3",0.000201832640374601
"DST",0.000201832640374601
"MYO5A",0.000201832640374601
"ANKRD33B",0.000201832640374601
"MYPN",0.000201832640374601
"PTPRD",0.000201832640374601
"DR1",0.000201832640374601
"KSR2",0.000201832640374601
"PROX1",0.000201832640374601
"ZNF704",0.000201832640374601
"ZFHX3",0.000201832640374601
"BTBD7",0.000201832640374601
"TRIM67",0.000201832640374601
"MECP2",0.000201832640374601
"ARHGAP26",0.000201832640374601
"GFRA1",0.000201832640374601
"FZD4",0.000201832640374601
"PPARGC1B",0.000201832640374601
"DCAF10",0.000201832640374601
"GPR137C",0.000201832640374601
"RNF11",0.000201832640374601
"GABRB1",0.000201832640374601
"CSMD1",0.000201832640374601
"LRRC40",0.000201832640374601
"SYNCRIP",0.000201832640374601
"CBX5",0.000201832640374601
"ARL5B",0.000201832640374601
"NEK9",0.000201832640374601
"MIER3",0.000201832640374601
"RNF152",0.000201832640374601
"ATXN1L",0.000201832640374601
"ST8SIA3",0.000201832640374601
"GLCE",0.000201832640374601
"XKR4",0.000201832640374601
"GXYLT1",0.000201832640374601
"SP1",0.000201832640374601
"IKZF3",0.000201832640374601
"TMEM170B",0.000201832640374601
"UBN2",0.000201832640374601
"MLTK",0.000201832640374601
"PPM1L",0.000201832640374601
"CLOCK",0.000201832640374601
"NFIB",0.000201832640374601
"RAP2C",0.000201832640374601
"RICTOR",0.000201832640374601
"ASXL2",0.000201832640374601
"STX17",0.000201832640374601
"PDE10A",0.000201832640374601
"ACVR2B",0.000201832640374601
"CDS2",0.000201832640374601
"LDLRAD4",0.000201832640374601
"TNIK",0.000201832640374601
"USP31",0.000201832640374601
"ABI2",0.000201832640374601
"HCFC2",0.000201832640374601
"MTDH",0.000201832640374601
"YTHDC1",0.000201832640374601
"NFIX",0.000181649376337141
"ZBTB7A",0.000181649376337141
"GREM2",0.000181649376337141
"RGS6",0.000181649376337141
"MDM4",0.000181649376337141
"ADCYAP1R1",0.000181649376337141
"PTBP3",0.000181649376337141
"TNFRSF13C",0.000181649376337141
"GPR37L1",0.000181649376337141
"PRDM15",0.000181649376337141
"COL20A1",0.000181649376337141
"LIN28A",0.000181649376337141
"FKBP9",0.000181649376337141
"FAM222B",0.000181649376337141
"DCTN5",0.000181649376337141
"FAM81A",0.000181649376337141
"PDPK1",0.000181649376337141
"HEYL",0.000181649376337141
"C1orf95",0.000181649376337141
"NRXN3",0.000181649376337141
"TSKU",0.000181649376337141
"IPO9",0.000181649376337141
"STK40",0.000181649376337141
"H6PD",0.000181649376337141
"RNF165",0.000181649376337141
"ZNF618",0.000181649376337141
"WNK3",0.000181649376337141
"ELMSAN1",0.000181649376337141
"SHANK2",0.000181649376337141
"AMER2",0.000181649376337141
"RLIM",0.000181649376337141
"ZNF562",0.000181649376337141
"CHST11",0.000181649376337141
"MXRA7",0.000181649376337141
"TRAF1",0.000181649376337141
"ZNF516",0.000181649376337141
"CACNG8",0.000181649376337141
