"","x"
"CDR1as",0.0121718727086083
"GIPC3",0.00733245343892066
"GRIN2B",0.00469277020090922
"FAM83F",0.00381287578823874
"DST",0.00381287578823874
"TFRC",0.00366622671946033
"SLC35E3",0.00351957765068192
"KCNJ6",0.00351957765068192
"PRX",0.00322627951312509
"GNG13",0.00307963044434668
"MDM4",0.00293298137556827
"GSG1L",0.00293298137556827
"ZNF460",0.00278633230678985
"ZNF225",0.00278633230678985
"FLJ00104",0.00249303416923303
"XKR4",0.00249303416923303
"PLEKHS1",0.00234638510045461
"AL627309.1",0.0021997360316762
"NFIC",0.0021997360316762
"FAM222B",0.0021997360316762
"KSR2",0.0021997360316762
"FAM230A",0.00205308696289779
"ZNF616",0.00190643789411937
"FAM169A",0.00190643789411937
"FN3K",0.00175978882534096
"TBCA",0.00175978882534096
"C22orf46",0.00175978882534096
"RAB22A",0.00175978882534096
"PLBD2",0.00175978882534096
"SRP9",0.00175978882534096
"ZNF791",0.00161313975656255
"ZNF99",0.00161313975656255
"ZNF788",0.00161313975656255
"MUC19",0.00161313975656255
"PDX1",0.00161313975656255
"MS4A14",0.00161313975656255
"CBWD7",0.00161313975656255
"C19orf26",0.00161313975656255
"THEM5",0.00146649068778413
"C6orf223",0.00146649068778413
"SLC6A13",0.00146649068778413
"ZNF23",0.00146649068778413
"FAM169B",0.00146649068778413
"GRIK1-AS2",0.00146649068778413
"DYRK4",0.00146649068778413
"FMR1",0.00146649068778413
"CAMLG",0.00146649068778413
"GHRL",0.00146649068778413
"SAMD12",0.00131984161900572
"SLC25A23",0.00131984161900572
"DAZ4",0.00131984161900572
"CYB561D1",0.00131984161900572
"ZIK1",0.00131984161900572
"EVC",0.00131984161900572
"KLK4",0.00131984161900572
"C10orf91",0.00131984161900572
"ZNF256",0.00131984161900572
"SLAIN1",0.00131984161900572
"AL590235.1",0.00131984161900572
"NBPF12",0.00131984161900572
"ZNF544",0.00131984161900572
"CACNG8",0.00117319255022731
"C12orf36",0.00117319255022731
"CD69",0.00117319255022731
"LMLN",0.00117319255022731
"SCRT1",0.00117319255022731
"ZNF781",0.00117319255022731
"KIR3DX1",0.00117319255022731
"FOXI2",0.00117319255022731
"FZD3",0.00117319255022731
"SPATA33",0.00117319255022731
"ZNF208",0.00117319255022731
"LPP",0.00117319255022731
"RP11-1212A22.4",0.00117319255022731
"PTGES3L",0.00117319255022731
"AL133373.1",0.00117319255022731
"POU2AF1",0.00117319255022731
"FLG2",0.00117319255022731
"VWA1",0.00117319255022731
"FBXW7",0.00102654348144889
"ZDHHC11",0.00102654348144889
"HECTD2",0.00102654348144889
"CXXC11",0.00102654348144889
"NDUFS7",0.00102654348144889
"ARL2",0.00102654348144889
"TNFRSF13C",0.00102654348144889
"SCGB2A2",0.00102654348144889
"KCNC3",0.00102654348144889
"ZNF83",0.00102654348144889
"PI15",0.00102654348144889
"BOK",0.00102654348144889
"AC093802.1",0.00102654348144889
"USB1",0.00102654348144889
"TRIAP1",0.00102654348144889
"NBPF20",0.00102654348144889
"MEIS3",0.00102654348144889
"C17orf62",0.00102654348144889
"TET2",0.00102654348144889
"HMGA2",0.00087989441267048
"ARID3B",0.00087989441267048
"HN1",0.00087989441267048
"DCAF6",0.00087989441267048
"FNIP1",0.00087989441267048
"B3GALT2",0.00087989441267048
"CMC4",0.00087989441267048
"ZNF780B",0.00087989441267048
"ZNF28",0.00087989441267048
"SIX5",0.00087989441267048
"AC015987.2",0.00087989441267048
"ADAM29",0.00087989441267048
"MT-ATP8",0.00087989441267048
"GABRA4",0.00087989441267048
"ZNF676",0.00087989441267048
"IPO7",0.00087989441267048
"APTX",0.00087989441267048
"SLC25A33",0.00087989441267048
"CD300E",0.00087989441267048
"PML",0.00087989441267048
"LINC00998",0.00087989441267048
"CACNG7",0.00087989441267048
"HELLS",0.00087989441267048
"ZNF594",0.00087989441267048
"SHISA7",0.00087989441267048
"AP000708.1",0.00087989441267048
"KDM2A",0.00087989441267048
"KLF7",0.00087989441267048
"PAN3",0.00087989441267048
"STRADB",0.00087989441267048
"LHPP",0.000733245343892066
"FOXP4",0.000733245343892066
"AC016586.1",0.000733245343892066
"PDCD1LG2",0.000733245343892066
"GPR6",0.000733245343892066
"CTDSPL",0.000733245343892066
"GPR137C",0.000733245343892066
"RBM34",0.000733245343892066
"LY6G6C",0.000733245343892066
"RNF146",0.000733245343892066
"FOXJ3",0.000733245343892066
"C1orf158",0.000733245343892066
"SPINK13",0.000733245343892066
"IL1RL2",0.000733245343892066
"NFAM1",0.000733245343892066
"SSR2",0.000733245343892066
"FUT9",0.000733245343892066
"ITM2B",0.000733245343892066
"IGIP",0.000733245343892066
"FTHL17",0.000733245343892066
"MTX3",0.000733245343892066
"C2orf61",0.000733245343892066
"AL591479.1",0.000733245343892066
"AL441883.1",0.000733245343892066
"CDKN2AIP",0.000733245343892066
"C1QTNF1-AS1",0.000733245343892066
"ZNF107",0.000733245343892066
"NRG2",0.000733245343892066
"ZNF772",0.000733245343892066
"C15orf37",0.000733245343892066
"ZNF140",0.000733245343892066
"ZNF213",0.000733245343892066
"HSPB11",0.000733245343892066
"FBXO3",0.000733245343892066
"TSN",0.000733245343892066
"RP11-181C3.1",0.000733245343892066
"IGLL1",0.000733245343892066
"SHISA6",0.000733245343892066
"PNRC1",0.000733245343892066
"CCNE1",0.000733245343892066
"SPRED1",0.000733245343892066
"PLSCR4",0.000733245343892066
"DNAJB4",0.000733245343892066
"BBS5",0.000733245343892066
"AL353791.1",0.000733245343892066
"AUH",0.000733245343892066
