"","Score"
"SCN3A",7.18257535758285e-05
"PVRL3",7.18257535758285e-05
"FAM134B",7.18257535758285e-05
"LPPR4",7.18257535758285e-05
"CTSB",7.18257535758285e-05
"ZNF665",7.18257535758285e-05
"ATP11C",7.18257535758285e-05
"CA13",7.18257535758285e-05
"LRRC3DN",7.18257535758285e-05
"TMC2",7.18257535758285e-05
"PDGFRB",7.18257535758285e-05
"GSKIP",7.18257535758285e-05
"TBC1D22A",7.18257535758285e-05
"MARVELD1",7.18257535758285e-05
"TANK",7.18257535758285e-05
"HAS3",7.18257535758285e-05
"TWSG1",7.18257535758285e-05
"TSN",7.18257535758285e-05
"CALD1",7.18257535758285e-05
"PLXNB1",7.18257535758285e-05
"SH3BP5L",7.18257535758285e-05
"RFC2",7.18257535758285e-05
"PYCR1",7.18257535758285e-05
"SFTPB",7.18257535758285e-05
"AC132872.2",7.18257535758285e-05
"RHOBTB2",7.18257535758285e-05
"KIR3DX1",7.18257535758285e-05
"COL26A1",7.18257535758285e-05
"SNX11",7.18257535758285e-05
"RP11-1055B8.7",7.18257535758285e-05
"ARFIP2",7.18257535758285e-05
"GOLGA6L9",7.13500863336045e-05
"MC2R",7.13500863336045e-05
"ZNF365",7.13500863336045e-05
"PTPRC",7.13500863336045e-05
"TOX4",7.13500863336045e-05
"SLC25A34",7.13500863336045e-05
"RBMS1",7.13500863336045e-05
"SEC16B",7.13500863336045e-05
"LMX1A",7.13500863336045e-05
"TMEM255A",7.13500863336045e-05
"RASL10B",7.13500863336045e-05
"USP32",7.13500863336045e-05
"BST1",7.13500863336045e-05
"MRPL44",7.13500863336045e-05
"F3",7.13500863336045e-05
"NEK7",7.13500863336045e-05
"SLC25A40",7.13500863336045e-05
"C14orf142",7.13500863336045e-05
"SMOC1",7.13500863336045e-05
"PCMTD2",7.13500863336045e-05
"FBN1",7.13500863336045e-05
"AL450307.1",7.13500863336045e-05
"CDC7",7.13500863336045e-05
"CBLL1",7.13500863336045e-05
"STK17A",7.13500863336045e-05
"SNCA",7.13500863336045e-05
"CD164",7.13500863336045e-05
"LMAN1",7.13500863336045e-05
"ZNF841",7.13500863336045e-05
"OARD1",7.13500863336045e-05
"KCNJ16",7.13500863336045e-05
"STXBP1",7.13500863336045e-05
"FBXO25",7.13500863336045e-05
"CBX8",7.13500863336045e-05
"RETSAT",7.13500863336045e-05
"RAB9B",7.13500863336045e-05
"ERMN",7.13500863336045e-05
"AICDA",7.13500863336045e-05
"CERKL",7.13500863336045e-05
"CHST15",7.13500863336045e-05
"COPZ1",7.13500863336045e-05
"NEO1",7.13500863336045e-05
"UBXN4",7.13500863336045e-05
"PTPN21",7.13500863336045e-05
"ASB4",7.13500863336045e-05
"APOPT1",7.13500863336045e-05
"C11orf21",7.13500863336045e-05
"PGP",7.13500863336045e-05
"SLC6A19",7.13500863336045e-05
"MTG1",7.13500863336045e-05
"RP11-108K14.8",7.13500863336045e-05
"ARSA",7.13500863336045e-05
"BCKDK",7.13500863336045e-05
"ANTXR1",7.13500863336045e-05
"PLA2G2D",7.13500863336045e-05
"OCRL",7.13500863336045e-05
"P2RX6",7.13500863336045e-05
"CHAF1B",7.13500863336045e-05
"TBC1D10B",7.13500863336045e-05
"SH2D5",7.13500863336045e-05
"FNDC5",7.13500863336045e-05
"ZNF185",7.13500863336045e-05
"NHLRC3",7.08744190913804e-05
"AJUBA",7.08744190913804e-05
"JMJD1C",7.08744190913804e-05
"FAHD1",7.08744190913804e-05
"SURF4",7.08744190913804e-05
"TRIM35",7.08744190913804e-05
"PEX7",7.08744190913804e-05
"IGLON5",7.08744190913804e-05
"IRS2",7.08744190913804e-05
"ZNF10",7.08744190913804e-05
"GOLT1B",7.08744190913804e-05
"DCAF8",7.08744190913804e-05
"C5orf28",7.08744190913804e-05
"SERTM1",7.08744190913804e-05
"CSTF1",7.08744190913804e-05
"SP9",7.08744190913804e-05
"KDELC2",7.08744190913804e-05
"GPM6A",7.08744190913804e-05
"MOSPD2",7.08744190913804e-05
"RP11-10A14.4",7.08744190913804e-05
"ZNF709",7.08744190913804e-05
"SLC35A5",7.08744190913804e-05
"C11orf74",7.08744190913804e-05
"BARD1",7.08744190913804e-05
"MED13L",7.08744190913804e-05
"MAGI1",7.08744190913804e-05
"BAG4",7.08744190913804e-05
"TM7SF3",7.08744190913804e-05
"CCNDBP1",7.08744190913804e-05
"NMUR1",7.08744190913804e-05
"MPL",7.08744190913804e-05
"NAIF1",7.08744190913804e-05
"ANK2",7.08744190913804e-05
"AL590483.1",7.08744190913804e-05
"MUC19",7.08744190913804e-05
"SLC2A3",7.08744190913804e-05
"SPRYD7",7.08744190913804e-05
"LZTFL1",7.08744190913804e-05
"CCDC132",7.08744190913804e-05
"UFL1",7.08744190913804e-05
"CYP4F12",7.08744190913804e-05
"APOB",7.08744190913804e-05
"SMLR1",7.08744190913804e-05
"MALSU1",7.08744190913804e-05
"TP53TG5",7.08744190913804e-05
"APOL4",7.08744190913804e-05
"LRP4",7.08744190913804e-05
"PDK2",7.08744190913804e-05
"FERMT1",7.08744190913804e-05
"MAPKBP1",7.08744190913804e-05
"INCENP",7.08744190913804e-05
"SBF1",7.08744190913804e-05
"PKNOX2",7.03987518491564e-05
"DRAM1",7.03987518491564e-05
"E2F6",7.03987518491564e-05
"IGF2BP3",7.03987518491564e-05
"MAP3K1",7.03987518491564e-05
"WASL",7.03987518491564e-05
"COL1A1",7.03987518491564e-05
"PPM1D",7.03987518491564e-05
"SEPT9",7.03987518491564e-05
"C1orf52",7.03987518491564e-05
"SPTBN1",7.03987518491564e-05
"EPSTI1",7.03987518491564e-05
"FBXL17",7.03987518491564e-05
"KCNE4",7.03987518491564e-05
"CCNB1IP1",7.03987518491564e-05
"PCSK1",7.03987518491564e-05
"ADAMTSL3",7.03987518491564e-05
"DNAJC6",7.03987518491564e-05
"SEMA4D",7.03987518491564e-05
"ARFGEF1",7.03987518491564e-05
"CDH2",7.03987518491564e-05
"RAB35",7.03987518491564e-05
"FBXW11",7.03987518491564e-05
"TOX3",7.03987518491564e-05
"FAM110B",7.03987518491564e-05
"STX2",7.03987518491564e-05
"RANBP3L",7.03987518491564e-05
"IL2RA",7.03987518491564e-05
"PLEKHH2",7.03987518491564e-05
"KCND2",7.03987518491564e-05
"UBE2Z",7.03987518491564e-05
"MANEA",7.03987518491564e-05
"CTD-2228K2.5",7.03987518491564e-05
"RASGRF1",7.03987518491564e-05
"TMEM167B",7.03987518491564e-05
"THBD",7.03987518491564e-05
"RAB42",7.03987518491564e-05
"IFITM10",7.03987518491564e-05
"WDR55",7.03987518491564e-05
"RP11-247C2.2",7.03987518491564e-05
"DIRAS1",7.03987518491564e-05
"EPS15",7.03987518491564e-05
"PTGER2",7.03987518491564e-05
"TRAF5",7.03987518491564e-05
"ABHD17A",7.03987518491564e-05
"FFAR4",7.03987518491564e-05
"ADI1",7.03987518491564e-05
"COLQ",7.03987518491564e-05
"DDX51",7.03987518491564e-05
"TMEM216",7.03987518491564e-05
"RRM1",7.03987518491564e-05
"CCR4",6.99230846069324e-05
"BLOC1S3",6.99230846069324e-05
"ANXA6",6.99230846069324e-05
"ZDHHC22",6.99230846069324e-05
"ZC3H4",6.99230846069324e-05
"CMTM6",6.99230846069324e-05
"SLFN11",6.99230846069324e-05
"TTYH2",6.99230846069324e-05
"DAAM1",6.99230846069324e-05
"PCSK2",6.99230846069324e-05
"ADSL",6.99230846069324e-05
"MBOAT1",6.99230846069324e-05
"OSMR",6.99230846069324e-05
"PXDN",6.99230846069324e-05
"BAHD1",6.99230846069324e-05
"MYOZ2",6.99230846069324e-05
"ME2",6.99230846069324e-05
"SENP6",6.99230846069324e-05
"SH2D1B",6.99230846069324e-05
"MATR3",6.99230846069324e-05
"CXorf24",6.99230846069324e-05
"SRSF12",6.99230846069324e-05
"CNTN5",6.99230846069324e-05
"MCM10",6.99230846069324e-05
"WDR17",6.99230846069324e-05
"PRDM10",6.99230846069324e-05
"SPAG16",6.99230846069324e-05
"SH3RF1",6.99230846069324e-05
"GAGE1",6.99230846069324e-05
"DSCAM",6.99230846069324e-05
"ZNF41",6.99230846069324e-05
"ATP8B2",6.99230846069324e-05
"C17orf82",6.99230846069324e-05
"AMN",6.99230846069324e-05
"MMS19",6.99230846069324e-05
"SOX17",6.99230846069324e-05
"ABLIM3",6.99230846069324e-05
"HEPH",6.99230846069324e-05
"NOL6",6.99230846069324e-05
"FADS2",6.99230846069324e-05
"TMEM105",6.99230846069324e-05
"BCDIN3D",6.99230846069324e-05
"MAMLD1",6.99230846069324e-05
"METTL9",6.99230846069324e-05
"CIRBP",6.99230846069324e-05
"SEC61A1",6.99230846069324e-05
"PPP3CC",6.99230846069324e-05
"RP13-996F3.5",6.94474173647083e-05
"EFR3A",6.94474173647083e-05
"ITGA4",6.94474173647083e-05
"SLC39A10",6.94474173647083e-05
"RAB37",6.94474173647083e-05
"FAM120C",6.94474173647083e-05
"FKBP4",6.94474173647083e-05
"CISD3",6.94474173647083e-05
"ERCC1",6.94474173647083e-05
"UGCG",6.94474173647083e-05
"ICOS",6.94474173647083e-05
"C19orf47",6.94474173647083e-05
"ULBP1",6.94474173647083e-05
"PRKCI",6.94474173647083e-05
"GRID2",6.94474173647083e-05
"AKAP10",6.94474173647083e-05
"DCT",6.94474173647083e-05
"JPH1",6.94474173647083e-05
"TWISTNB",6.94474173647083e-05
"YEATS2",6.94474173647083e-05
"TRAPPC13",6.94474173647083e-05
"HNRNPA2B1",6.94474173647083e-05
"WWP2",6.94474173647083e-05
"HNMT",6.94474173647083e-05
"SBSPON",6.94474173647083e-05
"NRDE2",6.94474173647083e-05
"PRKD3",6.94474173647083e-05
"RBM47",6.94474173647083e-05
"SMC5",6.94474173647083e-05
"ETF1",6.94474173647083e-05
"ELL",6.94474173647083e-05
"AC005481.5",6.94474173647083e-05
"SYT5",6.94474173647083e-05
"SRP19",6.94474173647083e-05
"CABP7",6.94474173647083e-05
"ZBTB11",6.94474173647083e-05
"GIMAP6",6.94474173647083e-05
"HAPLN4",6.94474173647083e-05
"DDX31",6.94474173647083e-05
"MARVELD2",6.94474173647083e-05
"PFKFB4",6.94474173647083e-05
"MLC1",6.94474173647083e-05
"NLRP1",6.94474173647083e-05
"C14orf119",6.94474173647083e-05
"CYP11B1",6.94474173647083e-05
"SSTR3",6.94474173647083e-05
"KAZN",6.94474173647083e-05
"TBXA2R",6.94474173647083e-05
"FRMD8",6.94474173647083e-05
"NMNAT1",6.94474173647083e-05
"BHLHA15",6.94474173647083e-05
"GPR55",6.94474173647083e-05
"CCDC152",6.94474173647083e-05
"FAM13B",6.94474173647083e-05
"UBB",6.94474173647083e-05
"GRK1",6.94474173647083e-05
"FCHSD1",6.94474173647083e-05
"F2R",6.94474173647083e-05
"TRMT10B",6.94474173647083e-05
"AAGAB",6.94474173647083e-05
"ARL4A",6.89717501224843e-05
"PIP4K2A",6.89717501224843e-05
"KLHL29",6.89717501224843e-05
"GRIA2",6.89717501224843e-05
"MESDC1",6.89717501224843e-05
"ZNF391",6.89717501224843e-05
"SLC6A1",6.89717501224843e-05
"TNFAIP3",6.89717501224843e-05
"NKAIN2",6.89717501224843e-05
"ELOVL7",6.89717501224843e-05
"SKAP2",6.89717501224843e-05
"ZBTB6",6.89717501224843e-05
"GLCCI1",6.89717501224843e-05
"HDAC9",6.89717501224843e-05
"AP3B2",6.89717501224843e-05
"PMPCB",6.89717501224843e-05
"PTPN2",6.89717501224843e-05
"PPP6R3",6.89717501224843e-05
"C11orf1",6.89717501224843e-05
"DYNC1I2",6.89717501224843e-05
"STT3A",6.89717501224843e-05
"GTF3C6",6.89717501224843e-05
"MS4A2",6.89717501224843e-05
"PPP3R1",6.89717501224843e-05
"SLC29A3",6.89717501224843e-05
"LAS1L",6.89717501224843e-05
"NYAP2",6.89717501224843e-05
"ZC2HC1C",6.89717501224843e-05
"ZNF669",6.89717501224843e-05
"FAM98B",6.89717501224843e-05
"MFSD1",6.89717501224843e-05
"MDGA2",6.89717501224843e-05
"HRH4",6.89717501224843e-05
"RNF4",6.89717501224843e-05
"PRSS23",6.89717501224843e-05
"CAB39L",6.89717501224843e-05
"C19orf54",6.89717501224843e-05
"ZBTB42",6.89717501224843e-05
"SIPA1L1",6.89717501224843e-05
"ZNF75A",6.89717501224843e-05
"PNMAL2",6.89717501224843e-05
"RD3",6.89717501224843e-05
"GLIS2",6.89717501224843e-05
"PLIN4",6.89717501224843e-05
"CHST7",6.89717501224843e-05
"IFIT2",6.89717501224843e-05
"CD248",6.89717501224843e-05
"EDARADD",6.89717501224843e-05
"ASAP3",6.89717501224843e-05
"GOLGA6L4",6.84960828802603e-05
"LYRM9",6.84960828802603e-05
"PLA2G2F",6.84960828802603e-05
"SLC17A4",6.84960828802603e-05
"LRRFIP1",6.84960828802603e-05
"VSTM5",6.84960828802603e-05
"SLC25A24",6.84960828802603e-05
"PDGFB",6.84960828802603e-05
"FAM160B2",6.84960828802603e-05
"C11orf57",6.84960828802603e-05
"HINT3",6.84960828802603e-05
"GNG11",6.84960828802603e-05
"MATN1",6.84960828802603e-05
"KIAA1524",6.84960828802603e-05
"FAM76B",6.84960828802603e-05
"FAM60A",6.84960828802603e-05
"FAM91A1",6.84960828802603e-05
"SPTSSA",6.84960828802603e-05
"RIPPLY3",6.84960828802603e-05
"RPE",6.84960828802603e-05
"SCAND3",6.84960828802603e-05
"GABRA1",6.84960828802603e-05
"BMP7",6.84960828802603e-05
"PDE4B",6.84960828802603e-05
"INHBB",6.84960828802603e-05
"SPICE1",6.84960828802603e-05
"NUGGC",6.84960828802603e-05
"FMR1",6.84960828802603e-05
"RER1",6.84960828802603e-05
"RAD23B",6.84960828802603e-05
"NRBP2",6.84960828802603e-05
"TMEM107",6.84960828802603e-05
"NARF",6.84960828802603e-05
"RAB2B",6.84960828802603e-05
"CYP51A1",6.84960828802603e-05
"TWF1",6.84960828802603e-05
"CLVS1",6.84960828802603e-05
"SLC6A3",6.84960828802603e-05
"UBIAD1",6.84960828802603e-05
"HOXB6",6.84960828802603e-05
"SEC14L4",6.84960828802603e-05
"POLR1E",6.84960828802603e-05
"THY1",6.84960828802603e-05
"SNX12",6.84960828802603e-05
"C10orf67",6.84960828802603e-05
"STOM",6.84960828802603e-05
"DSCR3",6.84960828802603e-05
"UBE3B",6.84960828802603e-05
"NDUFC1",6.84960828802603e-05
"C2orf82",6.84960828802603e-05
"TET1",6.84960828802603e-05
"C22orf26",6.84960828802603e-05
"CADM3",6.84960828802603e-05
"KCNIP3",6.84960828802603e-05
"EID1",6.84960828802603e-05
"TRIB1",6.80204156380363e-05
"SKA2",6.80204156380363e-05
"RP11-382J12.1",6.80204156380363e-05
"LIPH",6.80204156380363e-05
"KLB",6.80204156380363e-05
"CCDC58",6.80204156380363e-05
"TM4SF5",6.80204156380363e-05
"GAL3ST3",6.80204156380363e-05
"FNIP1",6.80204156380363e-05
"MIOS",6.80204156380363e-05
"ADNP",6.80204156380363e-05
"PHF13",6.80204156380363e-05
"MORC3",6.80204156380363e-05
"KIF27",6.80204156380363e-05
"VN1R1",6.80204156380363e-05
"MTMR4",6.80204156380363e-05
"UVSSA",6.80204156380363e-05
"HSDL1",6.80204156380363e-05
"PTP4A2",6.80204156380363e-05
"SPEN",6.80204156380363e-05
"DDX46",6.80204156380363e-05
"SLC25A26",6.80204156380363e-05
"CD36",6.80204156380363e-05
"NLGN2",6.80204156380363e-05
"PGRMC2",6.80204156380363e-05
"RPH3A",6.80204156380363e-05
"MAFK",6.80204156380363e-05
"XAF1",6.80204156380363e-05
"SORBS2",6.80204156380363e-05
"OLFM3",6.80204156380363e-05
"C6orf62",6.80204156380363e-05
"IPO5",6.80204156380363e-05
"PPARD",6.80204156380363e-05
"OSTN",6.80204156380363e-05
"EPGN",6.80204156380363e-05
"IL18R1",6.80204156380363e-05
"FAM196A",6.80204156380363e-05
"HP1BP3",6.80204156380363e-05
"TRIM32",6.80204156380363e-05
"TSNARE1",6.80204156380363e-05
"HIST1H2BG",6.80204156380363e-05
"POLR2E",6.80204156380363e-05
"RET",6.80204156380363e-05
"PABPN1",6.80204156380363e-05
"GABRA3",6.80204156380363e-05
"RELA",6.80204156380363e-05
"TMC6",6.80204156380363e-05
"TMC8",6.80204156380363e-05
"ZNF461",6.80204156380363e-05
"PTRF",6.80204156380363e-05
"ERBB3",6.80204156380363e-05
"PPP3CA",6.75447483958122e-05
"AIPL1",6.75447483958122e-05
"GOLGA6L10",6.75447483958122e-05
"PKD2",6.75447483958122e-05
"NTNG1",6.75447483958122e-05
"STAU2",6.75447483958122e-05
"EPAS1",6.75447483958122e-05
"C9orf41",6.75447483958122e-05
"DDX21",6.75447483958122e-05
"TAF9B",6.75447483958122e-05
"PITPNB",6.75447483958122e-05
"PCTP",6.75447483958122e-05
"MFSD4",6.75447483958122e-05
"RNF7",6.75447483958122e-05
"MRS2",6.75447483958122e-05
"RNF138",6.75447483958122e-05
"PPIL1",6.75447483958122e-05
"CRISPLD1",6.75447483958122e-05
"SOSTDC1",6.75447483958122e-05
"DAZ4",6.75447483958122e-05
"FOXF1",6.75447483958122e-05
"LAMP2",6.75447483958122e-05
"FAM47E",6.75447483958122e-05
"VPS26A",6.75447483958122e-05
"ZFYVE16",6.75447483958122e-05
"ITGA6",6.75447483958122e-05
"RAX",6.75447483958122e-05
"UBQLN2",6.75447483958122e-05
"COX8C",6.75447483958122e-05
"BTAF1",6.75447483958122e-05
"OR7D2",6.75447483958122e-05
"RUFY2",6.75447483958122e-05
"RNF2",6.75447483958122e-05
"MREG",6.75447483958122e-05
"AHCYL1",6.75447483958122e-05
"SH3KBP1",6.75447483958122e-05
"MICU3",6.75447483958122e-05
"C8orf46",6.75447483958122e-05
"PNISR",6.75447483958122e-05
"RAB13",6.75447483958122e-05
"FAIM3",6.75447483958122e-05
"GRAMD2",6.75447483958122e-05
"LMOD1",6.75447483958122e-05
"ST3GAL2",6.75447483958122e-05
"UGT8",6.75447483958122e-05
"BTN2A1",6.75447483958122e-05
"GPT2",6.75447483958122e-05
"SUMO2",6.75447483958122e-05
"DGKQ",6.75447483958122e-05
"ALG12",6.75447483958122e-05
"SIX5",6.75447483958122e-05
"TNFAIP2",6.75447483958122e-05
"CAV2",6.75447483958122e-05
"PALLD",6.75447483958122e-05
"C14orf105",6.75447483958122e-05
"GPR110",6.75447483958122e-05
"UBR7",6.75447483958122e-05
"PSME3",6.75447483958122e-05
"F9",6.75447483958122e-05
"CLIP2",6.75447483958122e-05
"NFRKB",6.75447483958122e-05
"HES4",6.75447483958122e-05
"KDM4B",6.75447483958122e-05
"SLC5A10",6.75447483958122e-05
"IL17REL",6.75447483958122e-05
"DENND2A",6.75447483958122e-05
"ACTC1",6.75447483958122e-05
"C5orf20",6.75447483958122e-05
"GABBR1",6.75447483958122e-05
"ARHGEF18",6.75447483958122e-05
"GADD45G",6.75447483958122e-05
"STX12",6.75447483958122e-05
"PTPLAD1",6.75447483958122e-05
"COPS3",6.75447483958122e-05
"TYW3",6.70690811535882e-05
"METAP1D",6.70690811535882e-05
"IQGAP2",6.70690811535882e-05
"GREB1L",6.70690811535882e-05
"DAGLA",6.70690811535882e-05
"ITSN1",6.70690811535882e-05
"CRBN",6.70690811535882e-05
"DPM1",6.70690811535882e-05
"SLC6A14",6.70690811535882e-05
"BEND6",6.70690811535882e-05
"RHOBTB1",6.70690811535882e-05
"EPB42",6.70690811535882e-05
"ZNF43",6.70690811535882e-05
"RASGEF1A",6.70690811535882e-05
"EDNRB",6.70690811535882e-05
"TSC22D1",6.70690811535882e-05
"ZNF304",6.70690811535882e-05
"SH3BP4",6.70690811535882e-05
"ORC2",6.70690811535882e-05
"CASC3",6.70690811535882e-05
"ZNF28",6.70690811535882e-05
"ANKRD13A",6.70690811535882e-05
"STARD7",6.70690811535882e-05
"TJP1",6.70690811535882e-05
"PEX2",6.70690811535882e-05
"ERLIN1",6.70690811535882e-05
"PCDH9",6.70690811535882e-05
"EML4",6.70690811535882e-05
"DDX3Y",6.70690811535882e-05
"LSM12",6.70690811535882e-05
"WBSCR27",6.70690811535882e-05
"HRASLS5",6.70690811535882e-05
"PRDM2",6.70690811535882e-05
"TDRP",6.70690811535882e-05
"FPGS",6.70690811535882e-05
"PRR24",6.70690811535882e-05
"SYT12",6.70690811535882e-05
"C1QTNF6",6.70690811535882e-05
"TMEM201",6.70690811535882e-05
"ANO7",6.70690811535882e-05
"PER1",6.70690811535882e-05
"C12orf36",6.70690811535882e-05
"PCF11",6.70690811535882e-05
"MSI1",6.70690811535882e-05
"MTMR1",6.70690811535882e-05
"EPN2",6.65934139113642e-05
"CAMKK1",6.65934139113642e-05
"SLC25A23",6.65934139113642e-05
"PIGA",6.65934139113642e-05
"PPAPDC2",6.65934139113642e-05
"HECTD2",6.65934139113642e-05
"SALL3",6.65934139113642e-05
"SLC8A2",6.65934139113642e-05
"WAPAL",6.65934139113642e-05
"SPATA2",6.65934139113642e-05
"C20orf197",6.65934139113642e-05
"ZNF430",6.65934139113642e-05
"GALNT7",6.65934139113642e-05
"CSTF2",6.65934139113642e-05
"MBNL2",6.65934139113642e-05
"SS18",6.65934139113642e-05
"PTCHD3",6.65934139113642e-05
"C10orf53",6.65934139113642e-05
"MGEA5",6.65934139113642e-05
"ADH6",6.65934139113642e-05
"LILRB4",6.65934139113642e-05
"GOLPH3L",6.65934139113642e-05
"PLA2G4E",6.65934139113642e-05
"HNRNPDL",6.65934139113642e-05
"ZNF485",6.65934139113642e-05
"ATG10",6.65934139113642e-05
"SLC24A1",6.65934139113642e-05
"RNF40",6.65934139113642e-05
"KLRC3",6.65934139113642e-05
"MRPS5",6.65934139113642e-05
"METTL10",6.65934139113642e-05
"KCNJ14",6.65934139113642e-05
"TMBIM6",6.65934139113642e-05
"KAT2B",6.65934139113642e-05
"TMEM92",6.65934139113642e-05
"RSPH9",6.65934139113642e-05
"MYO3B",6.65934139113642e-05
"DDB1",6.65934139113642e-05
"C2CD2L",6.65934139113642e-05
"UACA",6.65934139113642e-05
"GPR153",6.65934139113642e-05
"RBMX2",6.65934139113642e-05
"AP000708.1",6.65934139113642e-05
"ACSS3",6.65934139113642e-05
"TCEB1",6.65934139113642e-05
"HSPBAP1",6.65934139113642e-05
"KLF11",6.65934139113642e-05
"ALS2CL",6.65934139113642e-05
"FAAH",6.65934139113642e-05
"CCDC177",6.65934139113642e-05
"ATP10A",6.65934139113642e-05
"USH1G",6.65934139113642e-05
"UAP1L1",6.65934139113642e-05
"STRADA",6.65934139113642e-05
"B4GALNT3",6.65934139113642e-05
"TNFRSF14",6.65934139113642e-05
"IGHMBP2",6.65934139113642e-05
"DGAT1",6.65934139113642e-05
"PSMA4",6.65934139113642e-05
"NGFR",6.65934139113642e-05
"CELSR3",6.65934139113642e-05
"RFNG",6.65934139113642e-05
"GSC2",6.65934139113642e-05
"PPFIA4",6.65934139113642e-05
"APOA1",6.65934139113642e-05
"FCHO2",6.65934139113642e-05
"TRUB1",6.65934139113642e-05
"MAFB",6.61177466691401e-05
"PIGL",6.61177466691401e-05
"EN2",6.61177466691401e-05
"ARL1",6.61177466691401e-05
"TRMT1L",6.61177466691401e-05
"PSPC1",6.61177466691401e-05
"CLEC12B",6.61177466691401e-05
"BNIP3L",6.61177466691401e-05
"NAB1",6.61177466691401e-05
"MAL2",6.61177466691401e-05
"UBL3",6.61177466691401e-05
"CNTN1",6.61177466691401e-05
"RBPMS",6.61177466691401e-05
"MGAT2",6.61177466691401e-05
"C1orf213",6.61177466691401e-05
"PMP2",6.61177466691401e-05
"TNRC6A",6.61177466691401e-05
"ARNT",6.61177466691401e-05
"EIF1AD",6.61177466691401e-05
"CHD1",6.61177466691401e-05
"TLE3",6.61177466691401e-05
"FXYD5",6.61177466691401e-05
"MLIP",6.61177466691401e-05
"NAMPT",6.61177466691401e-05
"FLG2",6.61177466691401e-05
"RP5-850E9.3",6.61177466691401e-05
"ZNF816",6.61177466691401e-05
"RAPGEF2",6.61177466691401e-05
"ZNF713",6.61177466691401e-05
"ZSWIM6",6.61177466691401e-05
"PAPOLB",6.61177466691401e-05
"PRH2",6.61177466691401e-05
"GIMAP4",6.61177466691401e-05
"NDE1",6.61177466691401e-05
"TSPAN5",6.61177466691401e-05
"MOGS",6.61177466691401e-05
"MTSS1L",6.61177466691401e-05
"RPP40",6.61177466691401e-05
"KLHL25",6.61177466691401e-05
"SLC17A9",6.61177466691401e-05
"ZNF664",6.56420794269161e-05
"PDGFD",6.56420794269161e-05
"RHO",6.56420794269161e-05
"DNAJC28",6.56420794269161e-05
"ZCCHC2",6.56420794269161e-05
"C4orf3",6.56420794269161e-05
"TMOD1",6.56420794269161e-05
"TCERG1",6.56420794269161e-05
"TTC31",6.56420794269161e-05
"CASP3",6.56420794269161e-05
"SKIDA1",6.56420794269161e-05
"TMEM41A",6.56420794269161e-05
"TSPEAR",6.56420794269161e-05
"CANT1",6.56420794269161e-05
"TPP1",6.56420794269161e-05
"SEMA4G",6.56420794269161e-05
"CYYR1",6.56420794269161e-05
"OSGIN2",6.56420794269161e-05
"RP11-664D7.4",6.56420794269161e-05
"SEPT14",6.56420794269161e-05
"COG5",6.56420794269161e-05
"CHMP1B",6.56420794269161e-05
"AUTS2",6.56420794269161e-05
"GIPC2",6.56420794269161e-05
"RAB27A",6.56420794269161e-05
"NDST4",6.56420794269161e-05
"SGK494",6.56420794269161e-05
"SCYL2",6.56420794269161e-05
"FAM19A5",6.56420794269161e-05
"ALG13",6.56420794269161e-05
"KANSL1L",6.56420794269161e-05
"SPATA18",6.56420794269161e-05
"MYBL1",6.56420794269161e-05
"ITPRIPL1",6.56420794269161e-05
"ASIC1",6.56420794269161e-05
"SH3GLB2",6.56420794269161e-05
"PRSS12",6.56420794269161e-05
"LRCH2",6.56420794269161e-05
"SHC4",6.56420794269161e-05
"CELSR2",6.56420794269161e-05
"TMEM252",6.56420794269161e-05
"SSTR1",6.56420794269161e-05
"SLC9A6",6.56420794269161e-05
"NECAP2",6.56420794269161e-05
"HNRNPUL1",6.56420794269161e-05
"LDHD",6.56420794269161e-05
"RPS6",6.56420794269161e-05
"FZD7",6.56420794269161e-05
"CCDC134",6.56420794269161e-05
"TRMT61A",6.56420794269161e-05
"SRF",6.56420794269161e-05
"C1orf173",6.56420794269161e-05
"B3GNT5",6.56420794269161e-05
"TNFRSF10B",6.56420794269161e-05
"ATG5",6.56420794269161e-05
"OR2A4",6.56420794269161e-05
"FLJ00104",6.56420794269161e-05
"RELT",6.56420794269161e-05
"FOXC1",6.56420794269161e-05
"ZNF544",6.56420794269161e-05
"AC110781.3",6.56420794269161e-05
"APOBEC3C",6.56420794269161e-05
"C15orf37",6.56420794269161e-05
"GLT1D1",6.56420794269161e-05
"LPIN3",6.56420794269161e-05
"CAMKV",6.56420794269161e-05
"TMEM132D",6.56420794269161e-05
"GRINA",6.56420794269161e-05
"CDC37L1",6.56420794269161e-05
"NDUFA9",6.56420794269161e-05
"C1orf131",6.56420794269161e-05
"VSTM2A",6.56420794269161e-05
"ARHGEF15",6.51664121846921e-05
"FNDC3A",6.51664121846921e-05
"PDHA1",6.51664121846921e-05
"CDKN3",6.51664121846921e-05
"MAPK6",6.51664121846921e-05
"NIPAL4",6.51664121846921e-05
"EPHA3",6.51664121846921e-05
"CBFA2T3",6.51664121846921e-05
"EZH1",6.51664121846921e-05
"LTN1",6.51664121846921e-05
"ARHGAP15",6.51664121846921e-05
"CCDC38",6.51664121846921e-05
"AIFM2",6.51664121846921e-05
"DSG2",6.51664121846921e-05
"SMIM17",6.51664121846921e-05
"C1ORF220",6.51664121846921e-05
"MARK1",6.51664121846921e-05
"PDGFC",6.51664121846921e-05
"HIGD1A",6.51664121846921e-05
"SLC38A11",6.51664121846921e-05
