"","Score"
"CD55",0.000153164851996138
"AKAP6",0.000153164851996138
"TMPPE",0.000153164851996138
"CLOCK",0.000153164851996138
"WDFY2",0.000153164851996138
"SSR1",0.000153164851996138
"CD59",0.000153164851996138
"EIF2AK2",0.000153164851996138
"NFIA",0.000153164851996138
"SERINC1",0.000153164851996138
"ORAI2",0.000153164851996138
"PTAR1",0.000152689184753914
"NAV1",0.000152689184753914
"GABRA4",0.000152689184753914
"SOX11",0.000152689184753914
"TSHZ2",0.000152689184753914
"VPS53",0.000152689184753914
"ZNF618",0.000152689184753914
"SIK2",0.00015221351751169
"VAPB",0.00015221351751169
"KIF26B",0.00015221351751169
"PEAK1",0.000151737850269465
"DOK6",0.000151737850269465
"ZNF326",0.000151737850269465
"NPFFR1",0.000151737850269465
"XYLT1",0.000151737850269465
"SNX1",0.000151737850269465
"DCP2",0.000151737850269465
"CSNK1G1",0.000151737850269465
"COPS8",0.000151737850269465
"ZNF8",0.000151737850269465
"TNFRSF13C",0.000151737850269465
"USP49",0.000151262183027241
"RPP14",0.000151262183027241
"IBA57",0.000151262183027241
"CELF1",0.000150786515785017
"NFAT5",0.000150786515785017
"STX17",0.000150786515785017
"SLC7A14",0.000150786515785017
"ITGA1",0.000150786515785017
"RNF24",0.000150786515785017
"DNAJB4",0.000150786515785017
"CREB1",0.000150786515785017
"FAM229B",0.000150786515785017
"POTED",0.000150786515785017
"VANGL1",0.000150786515785017
"PIK3C3",0.000150310848542793
"TRIM67",0.000150310848542793
"TEAD1",0.000150310848542793
"KIAA1456",0.000150310848542793
"CENPP",0.000150310848542793
"TG",0.000150310848542793
"EIF4EBP2",0.000149835181300569
"VWC2",0.000149835181300569
"IGF2BP1",0.000149835181300569
"RAB11FIP4",0.000149835181300569
"KIAA1244",0.000149835181300569
"LDLRAD4",0.000149835181300569
"OBFC1",0.000149835181300569
"EGFR",0.000149835181300569
"TBC1D16",0.000149835181300569
"CRP",0.000149835181300569
"GK5",0.000149359514058345
"FAM63B",0.000149359514058345
"KLF8",0.000149359514058345
"USP46",0.000149359514058345
"CEP78",0.000149359514058345
"RGP1",0.000149359514058345
"CDYL2",0.000148883846816121
"UHMK1",0.000148883846816121
"ADRBK2",0.000148883846816121
"BTLA",0.000148883846816121
"ATXN1",0.000148883846816121
"ARHGAP29",0.000148883846816121
"SH3BP2",0.000148883846816121
"ABHD15",0.000148883846816121
"H6PD",0.000148883846816121
"METTL8",0.000148883846816121
"KCNK5",0.000148883846816121
"ADAMTS5",0.000148408179573897
"LPHN3",0.000148408179573897
"SLC38A1",0.000148408179573897
"PRDM6",0.000148408179573897
"LSAMP",0.000148408179573897
"PAIP2B",0.000148408179573897
"SLC35F6",0.000148408179573897
"ZADH2",0.000148408179573897
"ZNF736",0.000147932512331673
"ZBTB16",0.000147932512331673
"RPL37",0.000147932512331673
"MRPL17",0.000147932512331673
"PDE3A",0.000147456845089449
"CRTAP",0.000147456845089449
"TRAF1",0.000147456845089449
"RP11-210M15.2",0.000147456845089449
"FRRS1L",0.000147456845089449
"PSD4",0.000147456845089449
"IRGQ",0.000146981177847225
"GPR180",0.000146981177847225
"ZMAT3",0.000146981177847225
"KLF7",0.000146981177847225
"TMEM200C",0.000146981177847225
"ERBB4",0.000146981177847225
"KIF6",0.000146981177847225
"HNRNPA0",0.000146505510605001
"RNF165",0.000146505510605001
"KIAA1614",0.000146505510605001
"ZHX3",0.000146505510605001
"C2orf72",0.000146505510605001
"NUDCD3",0.000146505510605001
"LYRM4",0.000146505510605001
"NHLRC2",0.000146029843362777
"SLC33A1",0.000146029843362777
"GATAD2B",0.000145554176120553
"PEX5L",0.000145554176120553
"PTPLAD2",0.000145554176120553
"TRIM38",0.000145554176120553
"QSOX1",0.000145554176120553
"ZNF621",0.000145078508878329
"TET2",0.000145078508878329
"NFIC",0.000145078508878329
"BEND4",0.000145078508878329
"PLEKHA8",0.000145078508878329
"PHACTR2",0.000145078508878329
"KIAA0930",0.000145078508878329
"NOS1",0.000145078508878329
"RNF217",0.000145078508878329
"BRI3BP",0.000145078508878329
"CTNNA3",0.000145078508878329
"SSBP2",0.000145078508878329
"AR",0.000145078508878329
"GRIK3",0.000145078508878329
"DCTN6",0.000145078508878329
"DNMT3A",0.000145078508878329
"KIAA1644",0.000145078508878329
"RC3H1",0.000144602841636105
"PKHD1",0.000144602841636105
"EMC1",0.000144602841636105
"KPNA4",0.000144602841636105
"PLD5",0.000144602841636105
"GM2A",0.000144602841636105
"P2RY2",0.000144602841636105
"MPLKIP",0.000144602841636105
"LRPAP1",0.000144602841636105
"ADARB2",0.000144602841636105
"RNF152",0.000144127174393881
"MEF2C",0.000144127174393881
"THRB",0.000144127174393881
"LARP4B",0.000144127174393881
"TRIM66",0.000144127174393881
"KIAA1147",0.000143651507151657
"LINC00346",0.000143651507151657
"SF3B3",0.000143651507151657
"LLPH",0.000143651507151657
"MGAT5",0.000143651507151657
"UNC5C",0.000143651507151657
"ZNF555",0.000143651507151657
"C17orf51",0.000143651507151657
"NOVA2",0.000143651507151657
"FUNDC2",0.000143651507151657
"HCN1",0.000143175839909433
"ACER3",0.000143175839909433
"IGF1",0.000143175839909433
"ZC3H6",0.000143175839909433
"AMOTL1",0.000143175839909433
"SGIP1",0.000143175839909433
"CLVS2",0.000143175839909433
"TRAF6",0.000143175839909433
"LRRC27",0.000143175839909433
"G6PC",0.000143175839909433
"MYO5A",0.000143175839909433
"KIAA1549L",0.000143175839909433
"IFNAR1",0.000143175839909433
"BCAT1",0.000142700172667209
"C11orf54",0.000142700172667209
"C6orf89",0.000142700172667209
"SNX30",0.000142700172667209
"TSPYL1",0.000142700172667209
"FAM216B",0.000142700172667209
"ZBTB44",0.000142700172667209
"XPR1",0.000142700172667209
"HECW2",0.000142700172667209
"FXN",0.000142700172667209
"TMCO1",0.000142700172667209
"MTMR3",0.000142224505424985
"CACNG8",0.000142224505424985
"DDR2",0.000142224505424985
"STOX2",0.000142224505424985
"PLXNA2",0.000142224505424985
"A1CF",0.000142224505424985
"ANTXR2",0.000142224505424985
"SRD5A1",0.000142224505424985
"GDAP2",0.000141748838182761
"FHL2",0.000141748838182761
"MARCH6",0.000141748838182761
"COX15",0.000141748838182761
"HS6ST3",0.000141748838182761
"CREB5",0.000141748838182761
"TMEM120B",0.000141748838182761
"TRAM2",0.000141273170940537
"BTBD9",0.000141273170940537
"TMEM33",0.000141273170940537
"ZFAND5",0.000141273170940537
"GTF2H5",0.000141273170940537
"VGLL3",0.000141273170940537
"PRKAA2",0.000141273170940537
"FOXP1",0.000141273170940537
"TMED7",0.000141273170940537
"MTR",0.000141273170940537
"IL17RD",0.000141273170940537
"DUSP3",0.000141273170940537
"KCNJ15",0.000140797503698313
"SYNJ2BP",0.000140797503698313
"SFMBT1",0.000140797503698313
"WIPF2",0.000140797503698313
"TMEM65",0.000140797503698313
"BACE2",0.000140797503698313
"ATXN1L",0.000140797503698313
"FSTL4",0.000140797503698313
"ENTPD7",0.000140797503698313
"RAD51L3-RFFL",0.000140797503698313
"LNPEP",0.000140797503698313
"RFFL",0.000140797503698313
"ARL8B",0.000140797503698313
"NDNF",0.000140797503698313
"NOTCH2",0.000140797503698313
"SHISA6",0.000140797503698313
"GSTO2",0.000140797503698313
"GMPS",0.000140321836456089
"FKTN",0.000140321836456089
"FAM105B",0.000140321836456089
"ADD2",0.000140321836456089
"UBE2QL1",0.000140321836456089
"MRPS23",0.000140321836456089
"LRRC58",0.000140321836456089
"SLC7A11",0.000140321836456089
"METTL24",0.000140321836456089
"SYNPO2",0.000140321836456089
"ILDR2",0.000140321836456089
"TRIM71",0.000139846169213865
"OPA3",0.000139846169213865
"KIAA1549",0.000139846169213865
"SYT2",0.000139846169213865
"PGM2L1",0.000139846169213865
"FAM126B",0.000139846169213865
"TMEM170B",0.000139846169213865
"MBOAT2",0.000139846169213865
"SNAP25",0.000139846169213865
"GABPB2",0.000139370501971641
"ADAMTS4",0.000139370501971641
"ITGA3",0.000139370501971641
"ANKH",0.000139370501971641
"CELF2",0.000139370501971641
"KIAA0513",0.000139370501971641
"ANGPTL3",0.000139370501971641
"SRRM4",0.000139370501971641
"C1orf95",0.000139370501971641
"PDE7A",0.000138894834729417
"KCNK10",0.000138894834729417
"RBM33",0.000138894834729417
"PIGP",0.000138894834729417
"KLF2",0.000138894834729417
"RBFOX2",0.000138894834729417
"RIMS3",0.000138894834729417
"PAWR",0.000138894834729417
"HS3ST1",0.000138894834729417
"PPP1R9A",0.000138894834729417
"PIAS2",0.000138894834729417
"SOCS5",0.000138419167487193
"WDR33",0.000138419167487193
"CNTNAP5",0.000138419167487193
"MGA",0.000138419167487193
"CNBP",0.000138419167487193
"DCUN1D1",0.000138419167487193
"SLIT3",0.000138419167487193
"KLF13",0.000138419167487193
"FECH",0.000138419167487193
"DRAXIN",0.000138419167487193
"MLEC",0.000137943500244969
"AFF4",0.000137943500244969
"SH3PXD2B",0.000137943500244969
"NRXN3",0.000137943500244969
"WNK3",0.000137943500244969
"SOCS7",0.000137943500244969
"TNPO1",0.000137943500244969
"KPNA6",0.000137943500244969
"TIFAB",0.000137943500244969
"CREB3L2",0.000137467833002745
"NFASC",0.000137467833002745
"BRWD3",0.000137467833002745
"UGGT1",0.000137467833002745
"GLUL",0.000137467833002745
"FHL5",0.000137467833002745
"NLRP9",0.000137467833002745
"ALPK3",0.000137467833002745
"MTDH",0.000137467833002745
"KLHL36",0.000137467833002745
"PPIL4",0.000137467833002745
"ZNF81",0.000137467833002745
"TRAF3",0.000137467833002745
"GLG1",0.000137467833002745
"GTF3C4",0.000137467833002745
"CHMP3",0.000137467833002745
"RNF103-CHMP3",0.000137467833002745
"WDR3",0.000137467833002745
"EPT1",0.000137467833002745
"SMTNL2",0.000137467833002745
"PRICKLE2",0.000136992165760521
"ATP8A2",0.000136992165760521
"IRAK3",0.000136992165760521
"LPGAT1",0.000136992165760521
"ACVR1C",0.000136992165760521
"CECR2",0.000136992165760521
"MGAT4A",0.000136992165760521
"CBFA2T2",0.000136992165760521
"VLDLR",0.000136992165760521
"CNTNAP2",0.000136992165760521
"IDS",0.000136992165760521
"LHX4",0.000136992165760521
"NTPCR",0.000136992165760521
"FOXN3",0.000136992165760521
"TNFRSF11A",0.000136992165760521
"COL9A2",0.000136992165760521
"ICA1L",0.000136516498518297
"JHDM1D",0.000136516498518297
"AGFG1",0.000136516498518297
"SNX29",0.000136516498518297
"STK4",0.000136516498518297
"PLA2G16",0.000136516498518297
"HSPA4L",0.000136516498518297
"RYK",0.000136516498518297
"DGKE",0.000136516498518297
"IL12RB2",0.000136516498518297
"GOLGA7B",0.000136516498518297
"C5orf63",0.000136040831276073
"RAP2B",0.000136040831276073
"PLEKHO1",0.000136040831276073
"GJC1",0.000136040831276073
"PPM1A",0.000136040831276073
"TRABD2B",0.000136040831276073
"GATSL2",0.000136040831276073
"FEM1A",0.000136040831276073
"SFMBT2",0.000136040831276073
"NOX5",0.000136040831276073
"EXOC8",0.000135565164033848
"LMBR1",0.000135565164033848
"PRKCB",0.000135565164033848
"FREM2",0.000135565164033848
"THSD4",0.000135565164033848
"CCDC77",0.000135565164033848
"YAE1D1",0.000135565164033848
"MSANTD3",0.000135565164033848
"CHIC1",0.000135565164033848
"FAM105A",0.000135565164033848
"SRSF10",0.000135565164033848
"TRPM3",0.000135565164033848
"TULP4",0.000135565164033848
"ITPRIP",0.000135565164033848
"LIFR",0.000135565164033848
"IGF2R",0.000135565164033848
"UMPS",0.000135565164033848
"SPN",0.000135565164033848
"PGPEP1",0.000135565164033848
"PDXK",0.000135565164033848
"NXPE3",0.000135089496791624
"ARHGAP19-SLIT1",0.000135089496791624
"NT5DC3",0.000135089496791624
"ATP5F1",0.000135089496791624
"PAPPA",0.000135089496791624
"NLN",0.000135089496791624
"SCN8A",0.000135089496791624
"NEDD4L",0.000135089496791624
"ALG10B",0.000135089496791624
"PGAP1",0.000135089496791624
"OGFRL1",0.000135089496791624
"AFF3",0.000135089496791624
"WDR12",0.000135089496791624
"ELOVL6",0.000135089496791624
"AK4",0.000135089496791624
"NSUN3",0.000135089496791624
"TNFSF15",0.000135089496791624
"TBC1D24",0.000135089496791624
"DSE",0.0001346138295494
"DYRK3",0.0001346138295494
"CRIPT",0.0001346138295494
"NUP93",0.0001346138295494
"FIGN",0.0001346138295494
"YY1",0.0001346138295494
"CNOT6L",0.0001346138295494
"SOX6",0.0001346138295494
"DNAH3",0.0001346138295494
"MTX3",0.0001346138295494
"KCNH5",0.0001346138295494
"INO80",0.0001346138295494
"HHIP",0.0001346138295494
"PCDH17",0.0001346138295494
"COQ7",0.0001346138295494
"TNKS",0.0001346138295494
"KIF1C",0.0001346138295494
"SAMD8",0.000134138162307176
"CADM2",0.000134138162307176
"TFAM",0.000134138162307176
"CERS6",0.000134138162307176
"WHSC1L1",0.000134138162307176
"C18orf21",0.000134138162307176
"APBB2",0.000134138162307176
"SAR1B",0.000134138162307176
"ZFYVE20",0.000134138162307176
"CD226",0.000134138162307176
"GDE1",0.000134138162307176
"DCAF10",0.000134138162307176
"HRK",0.000134138162307176
"KCNA1",0.000134138162307176
"ZNF37A",0.000134138162307176
"ZNF277",0.000134138162307176
"MR1",0.000134138162307176
"PDE4D",0.000133662495064952
"OPCML",0.000133662495064952
"CCND2",0.000133662495064952
"LRRC2",0.000133662495064952
"BCAS4",0.000133662495064952
"USP47",0.000133662495064952
"RGS17",0.000133662495064952
"MPP6",0.000133662495064952
"CTD-2368P22.1",0.000133662495064952
"KMT2A",0.000133662495064952
"TMEM245",0.000133662495064952
"PLCL1",0.000133662495064952
"SLC43A2",0.000133662495064952
"ZNF805",0.000133662495064952
"CA12",0.000133662495064952
"TRDMT1",0.000133662495064952
"IL17RA",0.000133662495064952
"FAM129A",0.000133186827822728
"WDR41",0.000133186827822728
"HEMK1",0.000133186827822728
"NUDCD2",0.000133186827822728
"TTF2",0.000133186827822728
"NAALAD2",0.000133186827822728
"TNFAIP8",0.000133186827822728
"AFAP1",0.000133186827822728
"IPCEF1",0.000133186827822728
"VTA1",0.000133186827822728
"GUCY1A3",0.000133186827822728
"UBE2N",0.000133186827822728
"TMEM127",0.000133186827822728
"TTPAL",0.000133186827822728
"ZNF106",0.000133186827822728
"USP31",0.000133186827822728
"PDPK1",0.000133186827822728
"NFYA",0.000133186827822728
"RDH13",0.000133186827822728
"MRPL19",0.000133186827822728
"GNAL",0.000132711160580504
"SLC23A2",0.000132711160580504
"XPNPEP3",0.000132711160580504
"SP140L",0.000132711160580504
"CPEB3",0.000132711160580504
"RUNX1T1",0.000132711160580504
"C9orf64",0.000132711160580504
"MACC1",0.000132711160580504
"NEBL",0.000132711160580504
"GXYLT2",0.000132711160580504
"GTPBP10",0.000132711160580504
"OTUD7B",0.000132711160580504
"CDC14B",0.000132711160580504
"ASCC1",0.000132711160580504
"RSF1",0.00013223549333828
"KNSTRN",0.00013223549333828
"AFF1",0.00013223549333828
"FXR1",0.00013223549333828
"TNNI1",0.00013223549333828
"GLRA3",0.00013223549333828
"TMEM56",0.00013223549333828
"RBBP4",0.00013223549333828
"GPR161",0.00013223549333828
"SHISA9",0.00013223549333828
"IL1RAPL1",0.00013223549333828
"RNF187",0.00013223549333828
"MSANTD4",0.00013223549333828
"DMGDH",0.00013223549333828
"KIRREL",0.00013223549333828
"MXRA7",0.00013223549333828
"ARRB1",0.00013223549333828
"SERPINA4",0.00013223549333828
"GSK3B",0.000131759826096056
"TRPV2",0.000131759826096056
"ARHGAP31",0.000131759826096056
"PDE3B",0.000131759826096056
"DNAJC15",0.000131759826096056
"DCAF7",0.000131759826096056
"MGAT4C",0.000131759826096056
"SMC2",0.000131759826096056
"POLH",0.000131759826096056
"BACH2",0.000131759826096056
"MRTO4",0.000131759826096056
"ENPP6",0.000131759826096056
"ASB1",0.000131759826096056
"SNX27",0.000131759826096056
"KNOP1",0.000131759826096056
"CHDH",0.000131759826096056
"INSR",0.000131284158853832
"TMEM59",0.000131284158853832
"SETD7",0.000131284158853832
"RRP15",0.000131284158853832
"VSTM4",0.000131284158853832
"PPAP2B",0.000131284158853832
"KCNC1",0.000131284158853832
"RNF11",0.000131284158853832
"ZDHHC21",0.000131284158853832
"SC5D",0.000131284158853832
"RAPH1",0.000131284158853832
"PYGO1",0.000131284158853832
"CHRM3",0.000131284158853832
"CIITA",0.000131284158853832
"PSMF1",0.000131284158853832
"FBXO41",0.000131284158853832
"GOSR1",0.000131284158853832
"PFKFB2",0.000131284158853832
"TBC1D30",0.000131284158853832
"KLHDC8A",0.000131284158853832
"NR6A1",0.000130808491611608
"XKR7",0.000130808491611608
"SRGAP1",0.000130808491611608
"ELP2",0.000130808491611608
"KCNH1",0.000130808491611608
"BAZ2B",0.000130808491611608
"SREK1IP1",0.000130808491611608
